chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19	coverage20	numCs20	numTs20
NC_059188.1	3720602	3720603	*	20	19	1	20	20	0	19	18	1	14	13	1	18	17	1	18	17	1	18	16	2	12	11	1	12	12	0	22	21	1	20	18	2	22	21	1	30	30	0	24	23	1	26	25	1	31	31	0	16	15	1	12	12	0	33	32	1	12	12	0
NC_059188.1	3915102	3915103	*	25	24	1	25	25	0	12	12	0	18	15	3	18	18	0	20	20	0	17	17	0	15	12	3	22	20	2	22	14	8	19	17	2	20	20	0	23	23	0	18	18	0	23	23	0	16	14	2	27	27	0	21	19	2	22	21	1	19	19	0
NC_059188.1	3915116	3915117	*	24	22	2	22	21	1	11	11	0	19	17	2	18	18	0	19	19	0	15	15	0	14	13	1	23	22	1	23	16	7	14	13	1	22	21	1	23	23	0	16	16	0	22	22	0	16	15	1	27	26	1	21	20	1	18	17	1	19	19	0
NC_059188.1	3915204	3915205	*	17	13	4	16	14	2	11	10	1	15	12	3	10	7	3	15	12	3	16	12	4	17	16	1	14	11	3	17	16	1	16	13	3	21	18	3	20	12	8	12	10	2	18	13	5	22	18	4	21	11	10	28	25	3	23	18	5	13	11	2
NC_059188.1	4849996	4849997	*	26	6	20	34	0	34	15	0	15	34	0	34	14	0	14	20	0	20	30	0	30	13	0	13	16	0	16	27	0	27	27	0	27	28	0	28	22	0	22	56	2	54	61	0	61	17	0	17	13	1	12	11	0	11	17	0	17	58	0	58
NC_059188.1	8413956	8413957	*	14	13	1	15	15	0	22	21	1	13	13	0	12	10	2	24	23	1	17	14	3	16	15	1	16	15	1	14	13	1	16	15	1	10	10	0	20	20	0	16	16	0	16	16	0	22	21	1	12	11	1	20	19	1	12	11	1	14	13	1
NC_059188.1	8414027	8414028	*	17	15	2	27	17	10	24	19	5	15	12	3	15	14	1	26	24	2	18	11	7	18	16	2	14	10	4	21	17	4	19	17	2	15	14	1	24	18	6	22	15	7	17	13	4	25	21	4	20	15	5	27	20	7	14	10	4	22	16	6
NC_059188.1	8414071	8414072	*	15	10	5	29	26	3	24	22	2	12	10	2	20	19	1	23	22	1	15	11	4	20	18	2	11	8	3	24	22	2	25	22	3	15	14	1	26	24	2	20	18	2	20	14	6	24	21	3	20	18	2	25	24	1	15	11	4	23	20	3
NC_059188.1	8414093	8414094	*	13	13	0	28	25	3	23	22	1	12	10	2	19	13	6	22	20	2	18	17	1	22	22	0	11	10	1	25	25	0	28	26	2	14	11	3	25	24	1	21	20	1	21	13	8	24	23	1	20	20	0	25	25	0	15	14	1	23	22	1
NC_059188.1	8513935	8513936	*	10	10	0	21	19	2	16	15	1	13	13	0	10	10	0	17	15	2	13	13	0	14	13	1	11	10	1	13	13	0	13	11	2	24	21	3	12	11	1	12	10	2	16	16	0	17	15	2	15	12	3	24	23	1	19	16	3	15	14	1
NC_059188.1	9664921	9664922	*	17	14	3	10	5	5	12	12	0	13	5	8	13	13	0	17	7	10	12	12	0	14	5	9	12	10	2	13	11	2	20	12	8	12	8	4	17	6	11	20	18	2	22	21	1	21	21	0	12	6	6	16	15	1	19	19	0	10	9	1
NC_059188.1	9792497	9792498	*	21	19	2	20	17	3	11	8	3	17	17	0	12	12	0	18	18	0	16	10	6	14	12	2	11	10	1	12	0	12	21	8	13	23	11	12	11	11	0	17	17	0	23	11	12	21	9	12	14	9	5	27	26	1	15	0	15	21	21	0
NC_059188.1	9792520	9792521	*	19	18	1	20	16	4	12	7	5	17	16	1	12	12	0	20	18	2	15	8	7	14	13	1	13	11	2	14	1	13	19	8	11	24	12	12	12	12	0	19	19	0	22	11	11	22	12	10	14	8	6	26	26	0	13	0	13	22	20	2
NC_059188.1	9988033	9988034	*	18	11	7	26	12	14	15	15	0	20	19	1	11	11	0	19	19	0	13	12	1	13	11	2	15	14	1	17	17	0	18	18	0	15	13	2	13	13	0	11	9	2	12	5	7	15	15	0	18	15	3	21	19	2	18	4	14	14	4	10
NC_059188.1	9988054	9988055	*	19	11	8	30	15	15	17	16	1	19	19	0	11	11	0	19	19	0	13	13	0	15	15	0	16	16	0	17	16	1	21	21	0	15	13	2	14	14	0	13	13	0	11	4	7	15	15	0	20	14	6	24	23	1	19	8	11	15	6	9
NC_059188.1	9988066	9988067	*	20	12	8	30	16	14	18	17	1	17	17	0	11	11	0	19	18	1	15	15	0	14	14	0	15	15	0	17	17	0	24	24	0	15	9	6	13	13	0	13	12	1	13	4	9	16	16	0	21	15	6	24	23	1	19	10	9	16	7	9
NC_059188.1	9988102	9988103	*	19	16	3	29	27	2	22	21	1	18	17	1	12	12	0	20	20	0	16	9	7	15	15	0	14	14	0	16	16	0	24	21	3	14	13	1	14	14	0	15	13	2	12	9	3	14	14	0	21	19	2	26	26	0	20	18	2	17	16	1
NC_059188.1	9999174	9999175	*	22	16	6	19	14	5	13	11	2	10	5	5	13	5	8	22	13	9	17	12	5	25	19	6	20	15	5	21	15	6	28	20	8	22	19	3	20	11	9	20	15	5	25	18	7	19	10	9	22	15	7	27	20	7	32	22	10	15	11	4
NC_059188.1	9999177	9999178	*	22	15	7	19	12	7	13	11	2	10	4	6	13	6	7	22	11	11	16	11	5	25	18	7	20	13	7	21	13	8	28	19	9	22	17	5	20	9	11	20	13	7	25	19	6	19	11	8	22	15	7	26	20	6	32	22	10	15	10	5
NC_059188.1	10079945	10079946	*	15	13	2	10	9	1	18	17	1	15	15	0	12	11	1	13	11	2	19	18	1	19	17	2	11	11	0	12	11	1	22	21	1	16	16	0	15	12	3	15	13	2	32	30	2	15	15	0	15	14	1	12	11	1	20	20	0	15	13	2
NC_059188.1	10210536	10210537	*	18	17	1	23	21	2	12	12	0	15	13	2	19	17	2	15	15	0	13	12	1	12	12	0	11	11	0	17	16	1	16	15	1	13	13	0	15	13	2	12	12	0	19	18	1	18	16	2	20	18	2	12	12	0	10	10	0	14	14	0
NC_059188.1	10210564	10210565	*	17	17	0	26	25	1	11	11	0	15	15	0	18	18	0	16	16	0	11	10	1	13	12	1	11	9	2	19	18	1	19	18	1	12	12	0	14	14	0	12	12	0	22	21	1	16	16	0	18	16	2	12	11	1	15	15	0	13	13	0
NC_059188.1	10210603	10210604	*	19	19	0	29	28	1	16	16	0	13	12	1	15	15	0	17	16	1	10	5	5	16	14	2	10	9	1	21	19	2	23	22	1	22	22	0	17	17	0	13	12	1	24	22	2	19	17	2	18	15	3	14	13	1	21	11	10	17	17	0
NC_059188.1	10293052	10293053	*	15	12	3	23	12	11	17	4	13	24	10	14	23	7	16	19	13	6	17	6	11	23	15	8	11	7	4	22	18	4	19	10	9	27	12	15	25	16	9	20	11	9	25	15	10	19	14	5	18	5	13	11	10	1	19	7	12	27	19	8
NC_059188.1	10339392	10339393	*	17	15	2	22	18	4	14	11	3	15	14	1	17	16	1	20	15	5	16	12	4	15	13	2	13	9	4	11	9	2	26	22	4	16	11	5	17	15	2	17	12	5	12	11	1	23	19	4	18	13	5	11	9	2	16	12	4	11	10	1
NC_059188.1	10421531	10421532	*	20	15	5	13	12	1	16	13	3	11	6	5	11	10	1	12	9	3	13	12	1	11	7	4	18	17	1	15	12	3	15	11	4	11	11	0	11	10	1	20	17	3	16	14	2	12	8	4	12	7	5	11	10	1	13	10	3	12	10	2
NC_059188.1	10424721	10424722	*	18	8	10	17	0	17	11	1	10	18	0	18	18	9	9	14	4	10	17	0	17	13	8	5	16	7	9	19	0	19	26	12	14	11	0	11	21	0	21	21	8	13	26	0	26	10	0	10	16	0	16	11	3	8	19	5	14	12	1	11
NC_059188.1	10430801	10430802	*	14	8	6	21	8	13	18	3	15	14	14	0	14	8	6	16	16	0	11	2	9	12	11	1	20	17	3	20	0	20	18	15	3	22	0	22	14	12	2	11	7	4	18	0	18	16	5	11	18	0	18	12	3	9	16	6	10	22	0	22
NC_059188.1	10561588	10561589	*	19	18	1	16	16	0	14	14	0	11	11	0	13	13	0	23	23	0	13	13	0	16	14	2	10	10	0	13	13	0	28	26	2	25	25	0	21	21	0	25	25	0	25	25	0	26	26	0	19	19	0	20	19	1	24	23	1	25	25	0
NC_059188.1	10862477	10862478	*	20	17	3	32	29	3	17	10	7	22	20	2	35	12	23	25	23	2	23	22	1	16	15	1	14	9	5	19	19	0	21	20	1	22	22	0	25	23	2	28	26	2	27	25	2	15	12	3	12	11	1	16	16	0	19	19	0	15	13	2
NC_059188.1	10862561	10862562	*	23	13	10	31	1	30	15	8	7	21	20	1	28	7	21	19	12	7	18	11	7	17	8	9	11	11	0	22	20	2	17	17	0	19	4	15	19	19	0	27	17	10	26	4	22	14	8	6	13	11	2	18	16	2	20	12	8	11	7	4
NC_059188.1	11040923	11040924	*	16	16	0	22	20	2	20	17	3	16	15	1	13	13	0	17	16	1	21	20	1	18	18	0	10	9	1	16	16	0	29	28	1	17	17	0	13	12	1	15	13	2	17	16	1	19	16	3	20	20	0	19	18	1	16	16	0	20	20	0
NC_059188.1	11041006	11041007	*	21	17	4	25	18	7	24	16	8	17	12	5	19	10	9	24	14	10	25	12	13	20	16	4	12	9	3	19	10	9	29	24	5	23	22	1	25	20	5	22	15	7	22	11	11	32	18	14	29	17	12	19	14	5	26	14	12	26	14	12
NC_059188.1	11041108	11041109	*	19	19	0	28	28	0	20	19	1	13	13	0	13	9	4	21	20	1	17	17	0	16	15	1	11	11	0	17	16	1	30	29	1	21	20	1	28	27	1	13	13	0	21	19	2	29	27	2	22	22	0	20	18	2	21	20	1	20	19	1
NC_059188.1	11041112	11041113	*	19	19	0	28	28	0	19	19	0	13	13	0	13	12	1	21	20	1	16	16	0	16	15	1	11	11	0	18	17	1	30	29	1	21	18	3	27	27	0	13	13	0	22	22	0	29	28	1	23	23	0	20	20	0	22	21	1	19	19	0
NC_059188.1	11073028	11073029	*	10	9	1	15	14	1	18	16	2	22	21	1	12	12	0	12	11	1	11	9	2	13	11	2	10	9	1	10	9	1	17	17	0	11	10	1	22	21	1	18	16	2	15	12	3	22	21	1	17	17	0	34	29	5	20	20	0	13	11	2
NC_059188.1	11081057	11081058	*	26	20	6	31	24	7	24	11	13	16	14	2	22	15	7	27	15	12	16	14	2	41	24	17	20	14	6	31	22	9	24	17	7	26	20	6	20	15	5	34	22	12	27	14	13	20	12	8	19	14	5	19	15	4	32	20	12	29	16	13
NC_059188.1	11081120	11081121	*	24	19	5	33	24	9	26	14	12	16	8	8	25	14	11	25	12	13	22	16	6	42	25	17	24	16	8	29	19	10	29	13	16	29	21	8	24	10	14	33	13	20	29	11	18	24	11	13	17	7	10	24	18	6	31	19	12	33	15	18
NC_059188.1	11084217	11084218	*	25	16	9	27	21	6	27	16	11	25	7	18	20	5	15	25	18	7	19	12	7	22	14	8	18	8	10	18	14	4	24	16	8	21	14	7	24	16	8	18	13	5	18	11	7	31	23	8	14	7	7	35	21	14	22	16	6	14	9	5
NC_059188.1	11084326	11084327	*	19	12	7	19	11	8	24	7	17	23	11	12	10	5	5	24	12	12	16	6	10	22	13	9	14	9	5	19	8	11	31	11	20	22	12	10	20	10	10	18	9	9	16	10	6	17	8	9	25	12	13	20	10	10	28	12	16	18	8	10
NC_059188.1	11107197	11107198	*	19	18	1	20	15	5	19	18	1	16	16	0	12	10	2	10	10	0	15	15	0	20	18	2	25	22	3	16	15	1	17	15	2	22	20	2	24	22	2	18	15	3	22	21	1	21	19	2	35	33	2	34	34	0	23	21	2	23	20	3
NC_059188.1	11107323	11107324	*	20	20	0	23	20	3	20	17	3	12	12	0	10	10	0	17	13	4	16	16	0	16	15	1	22	18	4	15	13	2	19	19	0	19	16	3	23	21	2	16	16	0	27	26	1	30	27	3	20	19	1	19	19	0	20	20	0	23	22	1
NC_059188.1	11115683	11115684	*	16	11	5	19	11	8	15	14	1	16	0	16	21	11	10	14	7	7	12	0	12	10	8	2	12	4	8	17	11	6	16	12	4	12	9	3	14	13	1	18	0	18	17	0	17	21	19	2	12	12	0	17	11	6	11	2	9	14	9	5
NC_059188.1	11319587	11319588	*	21	21	0	25	22	3	18	14	4	25	24	1	23	23	0	16	15	1	12	12	0	13	13	0	17	17	0	21	20	1	23	22	1	17	17	0	19	18	1	15	15	0	20	20	0	13	12	1	24	23	1	43	39	4	26	26	0	20	19	1
NC_059188.1	11319753	11319754	*	24	24	0	26	25	1	12	11	1	18	18	0	21	20	1	12	11	1	15	15	0	18	16	2	15	14	1	19	17	2	19	18	1	14	13	1	23	23	0	14	13	1	20	19	1	19	17	2	27	23	4	33	31	2	35	33	2	19	18	1
NC_059188.1	11416573	11416574	*	22	22	0	24	22	2	12	12	0	12	12	0	10	10	0	24	23	1	14	12	2	19	19	0	15	14	1	14	14	0	28	28	0	24	24	0	13	12	1	20	20	0	17	16	1	25	25	0	23	19	4	15	15	0	17	17	0	24	24	0
NC_059188.1	11459690	11459691	*	14	13	1	19	0	19	10	10	0	11	0	11	12	3	9	13	0	13	17	1	16	11	4	7	16	9	7	15	15	0	21	0	21	13	12	1	18	10	8	14	0	14	18	10	8	16	8	8	11	3	8	10	6	4	21	19	2	17	0	17
NC_059188.1	11709341	11709342	*	21	19	2	27	25	2	22	21	1	22	22	0	17	17	0	18	18	0	17	16	1	15	15	0	12	12	0	23	23	0	15	15	0	27	27	0	19	19	0	15	15	0	14	12	2	26	26	0	24	22	2	34	34	0	24	23	1	20	18	2
NC_059188.1	11709452	11709453	*	18	18	0	20	20	0	18	17	1	12	10	2	18	18	0	17	15	2	11	10	1	16	15	1	13	13	0	21	20	1	13	13	0	21	20	1	16	15	1	17	16	1	16	14	2	21	20	1	19	18	1	33	32	1	18	17	1	15	14	1
NC_059188.1	11732326	11732327	*	13	10	3	21	12	9	14	10	4	13	7	6	14	14	0	14	14	0	16	14	2	18	17	1	15	13	2	16	15	1	16	14	2	24	20	4	16	16	0	18	17	1	27	22	5	13	12	1	12	11	1	17	14	3	19	16	3	11	10	1
NC_059188.1	11737663	11737664	*	15	15	0	20	19	1	15	14	1	13	11	2	16	14	2	20	17	3	11	10	1	14	12	2	11	11	0	11	11	0	24	22	2	26	25	1	22	21	1	19	17	2	15	15	0	16	14	2	18	17	1	10	9	1	21	21	0	16	15	1
NC_059188.1	11963228	11963229	*	16	16	0	18	17	1	19	16	3	13	13	0	17	15	2	19	18	1	16	15	1	12	11	1	15	12	3	14	14	0	18	17	1	16	14	2	10	10	0	14	13	1	16	16	0	17	17	0	14	14	0	30	28	2	13	12	1	15	15	0
NC_059188.1	11963289	11963290	*	19	19	0	18	17	1	13	12	1	11	11	0	23	23	0	20	19	1	16	16	0	14	14	0	13	13	0	16	15	1	17	17	0	13	13	0	13	12	1	18	16	2	23	23	0	15	15	0	13	12	1	22	22	0	15	15	0	16	16	0
NC_059188.1	11963329	11963330	*	18	17	1	18	16	2	14	14	0	10	10	0	26	25	1	21	18	3	15	14	1	16	16	0	11	11	0	17	16	1	16	16	0	15	13	2	14	14	0	18	17	1	24	24	0	19	19	0	18	18	0	22	21	1	19	18	1	18	15	3
NC_059188.1	11964783	11964784	*	36	14	22	15	0	15	12	0	12	24	0	24	16	8	8	25	0	25	13	0	13	18	0	18	12	0	12	24	10	14	18	6	12	25	0	25	28	0	28	16	0	16	28	0	28	27	7	20	24	1	23	44	19	25	19	9	10	19	9	10
NC_059188.1	11964889	11964890	*	33	30	3	17	16	1	13	13	0	27	25	2	23	22	1	30	28	2	17	17	0	15	15	0	20	20	0	25	25	0	28	26	2	23	22	1	34	33	1	22	20	2	32	29	3	24	22	2	24	22	2	53	48	5	18	17	1	25	23	2
NC_059188.1	11964997	11964998	*	19	19	0	20	19	1	16	16	0	17	14	3	19	17	2	26	25	1	16	13	3	12	12	0	23	20	3	15	12	3	27	24	3	14	14	0	25	23	2	26	25	1	22	20	2	27	25	2	22	21	1	50	46	4	19	17	2	16	14	2
NC_059188.1	11965045	11965046	*	14	12	2	15	15	0	20	19	1	15	15	0	13	13	0	27	26	1	14	13	1	12	12	0	21	20	1	10	10	0	16	16	0	13	13	0	18	18	0	22	21	1	16	16	0	24	22	2	17	17	0	37	33	4	17	17	0	13	12	1
NC_059188.1	11981988	11981989	*	22	21	1	14	14	0	12	11	1	14	13	1	13	13	0	19	18	1	16	14	2	17	14	3	13	11	2	14	14	0	22	22	0	18	16	2	18	18	0	29	27	2	15	15	0	25	23	2	22	22	0	14	12	2	19	19	0	10	10	0
NC_059188.1	12010542	12010543	*	20	20	0	19	18	1	17	16	1	14	12	2	14	14	0	14	12	2	19	17	2	21	20	1	13	13	0	21	20	1	18	17	1	13	12	1	24	23	1	15	15	0	30	28	2	17	17	0	20	19	1	12	11	1	14	12	2	17	17	0
NC_059188.1	12010577	12010578	*	17	16	1	17	15	2	18	18	0	15	12	3	13	13	0	13	11	2	19	19	0	18	18	0	10	10	0	16	15	1	16	16	0	12	12	0	21	20	1	12	11	1	24	22	2	16	14	2	17	17	0	13	12	1	14	13	1	14	14	0
NC_059188.1	12046032	12046033	*	20	20	0	20	19	1	16	15	1	14	14	0	11	11	0	19	16	3	12	12	0	11	11	0	13	13	0	12	12	0	19	18	1	15	14	1	10	10	0	29	27	2	21	19	2	11	10	1	16	16	0	10	10	0	25	24	1	13	11	2
NC_059188.1	12098271	12098272	*	27	26	1	20	19	1	20	20	0	16	15	1	17	17	0	20	20	0	22	19	3	16	14	2	10	7	3	20	19	1	25	25	0	20	19	1	14	13	1	25	24	1	21	18	3	29	29	0	26	26	0	15	15	0	21	21	0	14	14	0
NC_059188.1	12099418	12099419	*	13	8	5	23	14	9	21	0	21	17	13	4	10	4	6	10	6	4	15	6	9	10	8	2	13	6	7	15	8	7	22	12	10	25	22	3	19	10	9	19	10	9	15	8	7	17	17	0	15	12	3	20	18	2	21	20	1	10	0	10
NC_059188.1	12099445	12099446	*	12	9	3	24	16	8	21	10	11	15	15	0	13	12	1	14	11	3	13	10	3	12	12	0	15	9	6	17	13	4	26	19	7	27	24	3	22	17	5	20	15	5	15	11	4	18	17	1	17	16	1	19	19	0	21	18	3	13	7	6
NC_059188.1	12127514	12127515	*	13	12	1	17	16	1	14	14	0	10	9	1	17	17	0	18	18	0	18	15	3	17	17	0	17	17	0	15	14	1	28	28	0	24	23	1	22	22	0	21	21	0	25	25	0	14	14	0	14	14	0	12	11	1	16	16	0	12	11	1
NC_059188.1	12210017	12210018	*	19	17	2	20	20	0	20	19	1	19	16	3	13	13	0	20	20	0	14	14	0	12	10	2	10	10	0	23	22	1	25	24	1	21	20	1	28	28	0	21	21	0	20	20	0	23	23	0	26	23	3	14	14	0	25	25	0	26	25	1
NC_059188.1	12210061	12210062	*	18	17	1	19	17	2	18	18	0	12	12	0	14	14	0	17	15	2	15	15	0	11	10	1	10	10	0	24	23	1	27	25	2	20	20	0	25	25	0	22	21	1	19	19	0	19	17	2	25	22	3	17	16	1	23	22	1	27	27	0
NC_059188.1	12217624	12217625	*	16	16	0	19	19	0	14	13	1	13	13	0	16	16	0	10	8	2	25	25	0	16	16	0	11	10	1	14	13	1	18	18	0	15	15	0	16	15	1	24	23	1	21	10	11	16	8	8	20	9	11	15	15	0	10	9	1	15	15	0
NC_059188.1	12406544	12406545	*	15	14	1	20	19	1	10	9	1	14	13	1	11	11	0	15	15	0	12	12	0	11	11	0	13	12	1	14	12	2	15	15	0	17	17	0	15	14	1	14	14	0	19	16	3	13	13	0	23	22	1	22	21	1	23	21	2	19	19	0
NC_059188.1	12411141	12411142	*	21	7	14	31	0	31	25	0	25	41	0	41	41	15	26	21	11	10	19	0	19	40	0	40	26	9	17	27	12	15	40	6	34	38	0	38	52	8	44	25	0	25	24	0	24	23	0	23	37	0	37	63	2	61	41	0	41	25	7	18
NC_059188.1	12411160	12411161	*	22	6	16	33	0	33	24	0	24	43	0	43	41	12	29	23	10	13	20	0	20	43	0	43	26	9	17	30	12	18	43	1	42	42	0	42	55	2	53	27	0	27	26	0	26	23	0	23	37	0	37	65	0	65	38	0	38	26	7	19
NC_059188.1	12412129	12412130	*	20	16	4	23	7	16	21	17	4	23	5	18	18	5	13	16	10	6	10	3	7	28	15	13	24	13	11	11	2	9	23	0	23	24	1	23	24	5	19	18	11	7	17	6	11	23	18	5	26	13	13	23	5	18	25	6	19	12	0	12
NC_059188.1	12440573	12440574	*	19	17	2	15	12	3	14	13	1	17	17	0	13	13	0	12	11	1	13	12	1	13	13	0	17	14	3	27	25	2	19	18	1	18	18	0	20	19	1	23	22	1	29	28	1	16	15	1	13	13	0	11	11	0	20	20	0	20	19	1
NC_059188.1	12440625	12440626	*	21	20	1	14	12	2	16	15	1	20	19	1	11	11	0	12	12	0	12	12	0	18	15	3	19	17	2	27	25	2	21	21	0	21	21	0	19	17	2	22	21	1	25	23	2	16	15	1	10	9	1	13	12	1	23	23	0	18	18	0
NC_059188.1	12440674	12440675	*	21	21	0	16	13	3	17	17	0	19	17	2	12	12	0	12	12	0	10	10	0	18	18	0	18	17	1	28	28	0	20	19	1	20	18	2	18	15	3	22	21	1	16	16	0	15	15	0	10	10	0	11	11	0	16	16	0	21	19	2
NC_059188.1	12535921	12535922	*	12	12	0	16	15	1	15	14	1	14	14	0	14	13	1	15	15	0	10	10	0	15	4	11	13	0	13	20	19	1	10	7	3	12	12	0	17	10	7	21	20	1	15	8	7	11	10	1	33	32	1	22	22	0	12	11	1	15	12	3
NC_059188.1	12535935	12535936	*	13	12	1	16	14	2	14	14	0	14	14	0	15	15	0	16	16	0	12	11	1	14	5	9	13	0	13	21	18	3	11	9	2	14	14	0	19	10	9	21	21	0	16	8	8	12	11	1	32	32	0	23	23	0	16	15	1	15	11	4
NC_059188.1	12535948	12535949	*	12	11	1	19	18	1	14	14	0	11	11	0	16	16	0	16	15	1	13	12	1	13	5	8	14	0	14	21	20	1	12	9	3	14	14	0	20	11	9	21	20	1	19	9	10	14	13	1	33	32	1	23	22	1	18	18	0	15	11	4
NC_059188.1	12536061	12536062	*	15	15	0	20	20	0	13	13	0	10	9	1	17	15	2	28	25	3	17	16	1	15	6	9	12	0	12	24	19	5	22	13	9	24	21	3	19	8	11	31	25	6	28	11	17	17	16	1	28	25	3	20	20	0	22	17	5	21	17	4
NC_059188.1	12588958	12588959	*	32	28	4	31	30	1	19	18	1	23	22	1	25	23	2	28	22	6	19	18	1	27	24	3	13	11	2	20	18	2	31	29	2	26	25	1	28	13	15	35	32	3	28	26	2	32	27	5	26	26	0	13	13	0	32	31	1	30	28	2
NC_059188.1	12588970	12588971	*	33	17	16	30	15	15	19	0	19	21	0	21	25	11	14	29	11	18	21	7	14	26	8	18	15	0	15	21	0	21	34	1	33	27	0	27	29	1	28	34	13	21	30	0	30	30	0	30	27	17	10	12	0	12	32	0	32	29	0	29
NC_059188.1	12589025	12589026	*	30	27	3	28	24	4	28	27	1	20	19	1	24	19	5	28	25	3	22	19	3	20	17	3	13	12	1	26	19	7	33	28	5	32	27	5	32	27	5	36	33	3	32	27	5	35	30	5	24	22	2	14	14	0	33	30	3	30	28	2
NC_059188.1	12589055	12589056	*	27	26	1	25	23	2	31	29	2	20	20	0	19	19	0	26	25	1	21	20	1	17	16	1	13	13	0	29	27	2	30	29	1	32	30	2	29	29	0	31	29	2	32	31	1	36	30	6	25	24	1	13	13	0	37	34	3	29	27	2
NC_059188.1	12589077	12589078	*	24	24	0	20	18	2	31	29	2	18	17	1	19	19	0	24	23	1	19	17	2	15	13	2	12	12	0	29	29	0	30	28	2	34	31	3	26	26	0	30	29	1	29	28	1	39	36	3	21	21	0	11	10	1	38	38	0	28	24	4
NC_059188.1	12589119	12589120	*	24	20	4	24	23	1	30	12	18	15	14	1	19	17	2	25	22	3	21	19	2	15	15	0	13	11	2	27	26	1	33	32	1	34	33	1	16	16	0	33	32	1	34	15	19	40	38	2	20	18	2	10	9	1	38	36	2	33	29	4
NC_059188.1	12589172	12589173	*	24	22	2	26	25	1	26	26	0	12	12	0	15	15	0	20	19	1	19	17	2	15	14	1	11	6	5	27	27	0	33	30	3	32	27	5	16	16	0	31	29	2	33	31	2	34	34	0	15	12	3	10	9	1	32	31	1	27	25	2
NC_059188.1	12602063	12602064	*	21	21	0	25	25	0	14	14	0	15	14	1	11	11	0	14	14	0	15	15	0	10	9	1	12	12	0	17	17	0	23	21	2	13	12	1	16	16	0	19	18	1	25	23	2	21	20	1	15	14	1	15	15	0	21	21	0	15	14	1
NC_059188.1	12615651	12615652	*	16	5	11	18	10	8	13	7	6	16	8	8	13	5	8	16	10	6	16	11	5	14	5	9	14	0	14	18	16	2	24	16	8	16	13	3	12	4	8	22	14	8	20	5	15	18	13	5	29	23	6	12	10	2	30	18	12	18	5	13
NC_059188.1	12694925	12694926	*	21	21	0	11	11	0	19	17	2	10	9	1	14	13	1	10	10	0	17	17	0	13	13	0	13	13	0	10	10	0	19	18	1	22	22	0	11	11	0	19	18	1	17	16	1	15	15	0	22	21	1	10	10	0	19	19	0	11	10	1
NC_059188.1	12695168	12695169	*	23	18	5	24	20	4	14	14	0	23	21	2	19	17	2	25	22	3	25	24	1	18	16	2	14	12	2	21	19	2	30	26	4	25	20	5	19	17	2	18	16	2	19	18	1	19	15	4	23	18	5	19	18	1	22	18	4	20	15	5
NC_059188.1	12695210	12695211	*	20	19	1	24	23	1	13	13	0	26	25	1	19	18	1	21	20	1	26	25	1	18	18	0	16	15	1	27	26	1	28	28	0	26	25	1	19	19	0	16	16	0	19	19	0	23	22	1	27	24	3	28	27	1	21	20	1	20	18	2
NC_059188.1	12695235	12695236	*	17	16	1	25	22	3	11	11	0	27	26	1	20	20	0	20	19	1	27	25	2	16	15	1	13	12	1	23	22	1	28	28	0	25	24	1	20	19	1	17	16	1	18	18	0	25	21	4	26	25	1	33	33	0	20	20	0	20	20	0
NC_059188.1	12695252	12695253	*	16	6	10	22	9	13	11	6	5	25	13	12	20	11	9	19	13	6	28	15	13	15	9	6	12	0	12	24	24	0	29	14	15	24	12	12	21	10	11	16	12	4	19	12	7	24	22	2	26	17	9	35	34	1	19	19	0	20	11	9
NC_059188.1	12695268	12695269	*	14	13	1	22	19	3	10	9	1	25	23	2	18	17	1	21	19	2	26	25	1	13	12	1	11	9	2	25	25	0	28	28	0	23	21	2	19	18	1	16	16	0	18	17	1	25	22	3	24	23	1	35	35	0	19	19	0	19	19	0
NC_059188.1	12756339	12756340	*	25	9	16	17	10	7	20	0	20	14	0	14	12	12	0	12	5	7	12	0	12	20	0	20	18	0	18	15	8	7	20	11	9	21	8	13	10	1	9	19	5	14	19	8	11	15	15	0	10	1	9	14	7	7	23	1	22	20	0	20
NC_059188.1	12758619	12758620	*	20	16	4	18	13	5	19	17	2	11	8	3	12	12	0	20	17	3	15	11	4	16	14	2	13	12	1	17	15	2	29	25	4	15	14	1	20	18	2	18	15	3	30	28	2	17	15	2	15	12	3	11	9	2	20	20	0	19	16	3
NC_059188.1	12790469	12790470	*	20	6	14	20	0	20	20	0	20	14	0	14	16	0	16	14	1	13	15	0	15	10	0	10	13	0	13	19	0	19	20	0	20	27	0	27	25	0	25	26	0	26	19	0	19	24	0	24	22	1	21	12	0	12	20	0	20	13	0	13
NC_059188.1	12796486	12796487	*	14	6	8	22	0	22	16	0	16	14	0	14	14	0	14	13	0	13	14	0	14	16	0	16	16	0	16	13	0	13	19	0	19	19	1	18	20	0	20	11	0	11	15	0	15	10	0	10	19	0	19	24	0	24	22	0	22	16	0	16
