"","recovery_0_1","recovery_0_2","recovery_0_4","recovery_1_2","recovery_2_1","recovery_2_5_9","recovery_2_5_11","recovery_3_5_1","recovery_3_5_2","recovery_3_5_15","recovery_3_6","pesticide_6_2","pesticide_6_3","pesticide_7_3","pesticide_7_5","pesticide_7_5_4","pesticide_8_5_3","pesticide_9_5_1","pesticide_9_5_3","pesticide_9_6","pesticide_9_20","eutrophic_12_3","eutrophic_12_4","eutrophic_12_5_1","eutrophic_13_1","eutrophic_13_2","eutrophic_13_3","eutrophic_13_5_1","eutrophic_14_5_1","eutrophic_15_5_1"
"NC_059191.1.9182688.9182689",78.2608695652174,65.5172413793103,66.6666666666667,81.8181818181818,70.9677419354839,51.6129032258064,100,51.6129032258064,84.2105263157895,44.4444444444444,96.2962962962963,30.5555555555556,77.1428571428571,58.3333333333333,75,54.5454545454545,73.6842105263158,73.9130434782609,76.3157894736842,83.8709677419355,59.375,70.8333333333333,61.7647058823529,78.2608695652174,87.0967741935484,80,75,63.6363636363636,72.4137931034483,71.4285714285714
"NC_059191.1.9182709.9182710",95.8333333333333,83.3333333333333,95.6521739130435,95.6521739130435,100,93.3333333333333,100,86.6666666666667,84.2105263157895,88.8888888888889,100,91.4285714285714,87.5,75,91.6666666666667,93.75,100,95,86.4864864864865,78.5714285714286,93.3333333333333,62.5,93.5483870967742,100,83.3333333333333,89.4736842105263,78.125,80,87.0967741935484,100
"NC_059191.1.9191049.9191050",61.5384615384615,56.5217391304348,10,35.7142857142857,0,61.9047619047619,100,10,33.3333333333333,6.66666666666667,4.76190476190476,0,0,0,55.5555555555556,0,50,0,0,0,0,0,6.66666666666667,0,5,4.16666666666667,31.8181818181818,54.5454545454545,57.6923076923077,0
"NC_059191.1.9191061.9191062",64.2857142857143,58.3333333333333,0,46.1538461538462,0,73.6842105263158,100,0,45.4545454545455,0,0,3.03030303030303,5.88235294117647,0,50,0,61.9047619047619,0,0,0,0,0,5.88235294117647,0,9.09090909090909,0,21.7391304347826,54.5454545454545,54.1666666666667,0
"NC_059191.1.9230051.9230052",69.5652173913043,94.1176470588235,88.8888888888889,95.8333333333333,84.2105263157895,95.4545454545455,100,96.2962962962963,94.1176470588235,84.6153846153846,80,80,83.3333333333333,80,80.6451612903226,85.7142857142857,91.6666666666667,85.7142857142857,78.5714285714286,100,88,100,95,90,91.6666666666667,78.9473684210526,100,92.8571428571429,81.25,86.9565217391304
"NC_059191.1.9230092.9230093",77.2727272727273,85.7142857142857,90.9090909090909,92,100,95.6521739130435,100,96.2962962962963,100,100,94.7368421052632,95.6521739130435,100,100,96.875,100,87.5,90,81.25,94.7368421052632,95.6521739130435,100,100,95.6521739130435,92.3076923076923,95.2380952380952,81.8181818181818,100,88.4615384615385,96.551724137931
"NC_059191.1.9230179.9230180",95.2380952380952,100,100,100,100,95.4545454545455,100,100,92,100,100,100,100,100,91.304347826087,92.5925925925926,100,85,95.6521739130435,100,95.8333333333333,90,100,95.4545454545455,97.2222222222222,90.4761904761905,100,96.6666666666667,96.4285714285714,92.3076923076923
"NC_059191.1.9236853.9236854",100,100,100,100,100,91.6666666666667,100,100,95.4545454545455,95.2380952380952,91.6666666666667,100,95.6521739130435,94.4444444444444,100,100,100,100,96.551724137931,100,94.7368421052632,100,100,96.2962962962963,100,88.8888888888889,92.8571428571429,92.8571428571429,100,92.3076923076923
"NC_059191.1.9317051.9317052",95.4545454545455,92.3076923076923,95,91.6666666666667,100,100,78.5714285714286,100,87.5,100,100,94.1176470588235,100,100,100,100,95.2380952380952,94.1176470588235,100,100,92.5925925925926,100,100,100,100,95,100,100,93.3333333333333,100
"NC_059191.1.9317062.9317063",95.2380952380952,88.8888888888889,90.4761904761905,100,100,100,73.3333333333333,100,87.5,100,100,97.1428571428571,91.6666666666667,100,95.4545454545455,100,95.4545454545455,88.2352941176471,100,100,100,100,100,95.6521739130435,90.4761904761905,95.2380952380952,95.2380952380952,100,100,95.2380952380952
"NC_059191.1.9317081.9317082",90.4761904761905,96.4285714285714,100,100,100,95.2380952380952,87.5,100,93.3333333333333,100,89.4736842105263,97.2222222222222,96,100,90.9090909090909,95.2380952380952,100,92.8571428571429,100,100,88.4615384615385,93.3333333333333,95.8333333333333,95.8333333333333,100,95.6521739130435,100,100,100,100
"NC_059191.1.9317126.9317127",80.7692307692308,85.1851851851852,26.0869565217391,50,80,90.4761904761905,73.6842105263158,53.3333333333333,37.5,90.4761904761905,90,73.5294117647059,69.5652173913043,73.3333333333333,73.9130434782609,80,65.2173913043478,73.3333333333333,70.5882352941177,76.1904761904762,81.8181818181818,80,78.2608695652174,76,61.1111111111111,73.0769230769231,68,84.6153846153846,79.1666666666667,72
"NC_059191.1.9317193.9317194",92,91.6666666666667,96.551724137931,94.4444444444444,92.8571428571429,89.4736842105263,95,100,100,100,88.8888888888889,96.7741935483871,87.5,94.7368421052632,86.9565217391304,94.1176470588235,92.8571428571429,95,91.304347826087,94.4444444444444,92.8571428571429,94.1176470588235,95.8333333333333,93.3333333333333,100,91.304347826087,95.4545454545455,100,95.4545454545455,100
"NC_059191.1.9317221.9317222",77.2727272727273,84.2105263157895,79.3103448275862,69.2307692307692,66.6666666666667,85.7142857142857,88.8888888888889,72.7272727272727,72.7272727272727,82.1428571428571,78.5714285714286,91.304347826087,80,80.9523809523809,90.9090909090909,75,86.6666666666667,93.3333333333333,80.7692307692308,93.3333333333333,89.2857142857143,92.8571428571429,86.9565217391304,86.9565217391304,76,83.3333333333333,89.4736842105263,100,100,85.7142857142857
"NC_059191.1.9345144.9345145",100,88.2352941176471,93.3333333333333,100,93.3333333333333,100,93.3333333333333,80,75,90.9090909090909,18.1818181818182,100,100,100,86.3636363636364,88.8888888888889,100,88.8888888888889,100,100,100,92.3076923076923,95,100,88.8888888888889,56.5217391304348,50,95.8333333333333,81.25,100
"NC_059191.1.9489757.9489758",84.6153846153846,91.6666666666667,88.2352941176471,100,100,94.7368421052632,100,83.3333333333333,100,100,100,100,100,92.3076923076923,90.9090909090909,90,92.3076923076923,91.6666666666667,100,95,96.4285714285714,100,100,82.3529411764706,92.8571428571429,91.6666666666667,100,87.5,85,91.6666666666667
"NC_059191.1.9489781.9489782",95.8333333333333,91.304347826087,86.6666666666667,100,70,90,80,81.8181818181818,100,93.75,92.3076923076923,95.2380952380952,100,100,86.3636363636364,90,83.3333333333333,83.3333333333333,93.5483870967742,78.9473684210526,88.4615384615385,88.2352941176471,84.6153846153846,88.8888888888889,94.1176470588235,90.9090909090909,87.5,88.8888888888889,88.8888888888889,100
"NC_059191.1.9523171.9523172",26.4705882352941,22.7272727272727,52.1739130434783,24.1379310344828,37.5,43.9024390243902,26.9230769230769,61.9047619047619,44.4444444444444,72.7272727272727,70.5882352941177,34.6153846153846,23.3333333333333,30.7692307692308,56.25,26.3157894736842,29.7297297297297,42.8571428571429,43.2432432432432,48.4848484848485,78.7878787878788,61.7647058823529,72,64.7058823529412,47.7272727272727,48.4848484848485,42.4242424242424,55.5555555555556,48.4848484848485,65.5172413793103
"NC_059191.1.9523487.9523488",83.3333333333333,83.3333333333333,88.8888888888889,96,86.6666666666667,81.8181818181818,100,95.2380952380952,100,90.9090909090909,90.9090909090909,93.75,94.4444444444444,100,96.875,84.6153846153846,91.6666666666667,93.3333333333333,88.8888888888889,90,89.4736842105263,70,84.2105263157895,93.75,94.1176470588235,88.2352941176471,75,87.8787878787879,90.9090909090909,100
"NC_059191.1.9523599.9523600",92.8571428571429,100,86.6666666666667,83.3333333333333,68.75,100,100,90,82.3529411764706,100,88.8888888888889,90.4761904761905,95.8333333333333,100,100,97.3684210526316,100,100,87.0967741935484,95.8333333333333,85.7142857142857,100,100,100,96.6666666666667,100,95.2380952380952,97.5609756097561,70.5882352941177,94.4444444444444
"NC_059191.1.9523662.9523663",80,88.2352941176471,94.1176470588235,87.5,87.5,90.9090909090909,95.2380952380952,88,77.7777777777778,95.4545454545455,100,90.9090909090909,100,83.3333333333333,91.304347826087,88.8888888888889,95,93.3333333333333,100,100,94.7368421052632,84.6153846153846,95.2380952380952,83.3333333333333,93.1034482758621,94.4444444444444,85.7142857142857,86.3636363636364,82.3529411764706,80
"NC_059191.1.9579852.9579853",88.8888888888889,83.3333333333333,80,66.6666666666667,100,81.25,78.9473684210526,81.25,77.7777777777778,91.6666666666667,76.4705882352941,87.5,84.2105263157895,88.8888888888889,73.0769230769231,81.8181818181818,88.4615384615385,78.5714285714286,81.25,89.4736842105263,82.3529411764706,80.9523809523809,80,68.4210526315789,90.3225806451613,75,95.6521739130435,83.3333333333333,65.2173913043478,94.1176470588235
"NC_059191.1.9579860.9579861",82.3529411764706,79.1666666666667,64.2857142857143,16.6666666666667,71.4285714285714,64.7058823529412,61.1111111111111,70.5882352941177,70.5882352941177,91.6666666666667,37.5,79.1666666666667,83.3333333333333,84.2105263157895,50,63.6363636363636,69.5652173913043,86.6666666666667,61.1111111111111,60,70.5882352941177,75,66.6666666666667,63.1578947368421,63.3333333333333,53.8461538461538,76.1904761904762,72.7272727272727,61.9047619047619,87.5
"NC_059191.1.9579908.9579909",92.8571428571429,94.4444444444444,92.3076923076923,92.3076923076923,100,100,94.4444444444444,100,100,100,94.1176470588235,95.6521739130435,95,90.9090909090909,66.6666666666667,100,100,94.4444444444444,93.75,100,94.1176470588235,93.3333333333333,95.4545454545455,95.8333333333333,95.6521739130435,100,94.4444444444444,92.8571428571429,100,100
"NC_059191.1.9579937.9579938",100,100,75,92.3076923076923,100,100,100,100,91.6666666666667,94.7368421052632,88.8888888888889,100,100,94.4444444444444,85.7142857142857,100,100,100,100,100,94.7368421052632,92.8571428571429,95.6521739130435,100,100,100,88.2352941176471,92.8571428571429,95.2380952380952,100
"NC_059191.1.9580098.9580099",94.4444444444444,94.1176470588235,33.3333333333333,75,40,46.1538461538462,42.8571428571429,61.5384615384615,15.3846153846154,44.8275862068966,64.2857142857143,89.4736842105263,93.3333333333333,59.2592592592593,92,23.8095238095238,92.8571428571429,100,100,100,53.8461538461538,94.4444444444444,57.8947368421053,42.8571428571429,35.4838709677419,100,90.9090909090909,93.75,54.1666666666667,47.3684210526316
"NC_059191.1.9631189.9631190",41.6666666666667,41.6666666666667,100,42.1052631578947,50,38.4615384615385,61.5384615384615,38.4615384615385,100,63.1578947368421,90.4761904761905,47.3684210526316,88.2352941176471,93.75,88,94.4444444444444,96,37.5,100,64,100,100,96.7741935483871,92.3076923076923,96,45,96.1538461538462,80,91.304347826087,100
"NC_059191.1.9638266.9638267",100,76.1904761904762,100,100,100,85.7142857142857,100,93.3333333333333,91.6666666666667,100,95,88.8888888888889,100,100,100,100,100,93.3333333333333,92.8571428571429,93.75,100,85.7142857142857,95.4545454545455,83.3333333333333,100,95.2380952380952,100,100,100,91.6666666666667
"NC_059191.1.9638436.9638437",100,100,100,90,100,100,88.2352941176471,95.2380952380952,100,100,86.6666666666667,95,88.2352941176471,100,100,100,93.75,100,96.2962962962963,94.7368421052632,100,100,100,95,100,100,100,81.8181818181818,100,93.3333333333333
"NW_025533118.1.1858865.1858866",15.6862745098039,0,10.5263157894737,9.61538461538461,21.4285714285714,13.3333333333333,19.1489361702128,14.2857142857143,17.8571428571429,10.6382978723404,21.7391304347826,26.0869565217391,18.4210526315789,14.4927536231884,8.51063829787234,7.69230769230769,6.97674418604651,10.8695652173913,15.2173913043478,15.3846153846154,21.2765957446809,13.0434782608696,26.8292682926829,9.09090909090909,10,20,12.2448979591837,5.61797752808989,4.34782608695652,10.9090909090909
"NW_025533124.1.202212.202213",11.9047619047619,0,25.9259259259259,0,0,2.63157894736842,56.25,0,0,0,0,0,18.75,0,3.84615384615385,0,0,0,55.1020408163265,0,0,38.4615384615385,0,32,3.2258064516129,0,0,0,0,23.5294117647059
"NW_025533124.1.202247.202248",14.2857142857143,0,29.0322580645161,0,0,0,64.7058823529412,18.1818181818182,0,10,0,0,14.2857142857143,0,0,0,4.54545454545455,0,32.0754716981132,0,0,37.037037037037,0,34.4827586206897,0,0,0,0,0,0
"NW_025533124.1.202282.202283",16.2162162162162,0,0,0,0,0,58.8235294117647,15.7894736842105,17.3913043478261,40,0,3.7037037037037,0,0,0,0,0,0,0,2.63157894736842,3.57142857142857,34.4827586206897,0,8,0,0,0,0,0,0
"NW_025533126.1.218671.218672",11.1111111111111,11.1111111111111,15.3846153846154,0,0,0,7.14285714285714,0,0,14.2857142857143,6.66666666666667,9.52380952380952,13.3333333333333,5.55555555555556,17.6470588235294,5.26315789473684,0,8.33333333333333,11.1111111111111,6.66666666666667,41.1764705882353,6.25,0,27.7777777777778,29.4117647058824,5.88235294117647,0,0,25,9.09090909090909
"NW_025533127.1.154360.154361",89.4736842105263,80,80.9523809523809,73.3333333333333,68.75,92.8571428571429,46.1538461538462,84.2105263157895,64.7058823529412,78.9473684210526,83.3333333333333,93.75,69.2307692307692,100,80.6451612903226,86.6666666666667,80,78.9473684210526,87.5,71.4285714285714,87.5,88.8888888888889,100,50,84,89.2857142857143,95,81.8181818181818,95.8333333333333,88
"NW_025533127.1.279023.279024",100,100,100,90.4761904761905,100,95.4545454545455,92.8571428571429,94.7368421052632,100,100,100,96.7741935483871,88.2352941176471,100,95.4545454545455,96,84.6153846153846,94.1176470588235,95,100,95.8333333333333,100,100,100,100,100,100,100,100,93.75
"NW_025533127.1.281006.281007",100,92,100,92.8571428571429,100,100,92.3076923076923,93.3333333333333,100,90,100,100,100,100,100,96,100,100,100,91.6666666666667,100,91.6666666666667,100,100,100,96.2962962962963,100,100,100,100
"NW_025533127.1.281019.281020",94.7368421052632,88,100,50,100,50,84.6153846153846,42.8571428571429,90,100,100,95.8333333333333,94.7368421052632,46.1538461538462,100,96,100,100,100,91.6666666666667,100,95.6521739130435,100,100,80,100,86.6666666666667,100,100,89.4736842105263
"NW_025533130.1.221278.221279",15.9090909090909,15,0,25,12.9032258064516,12.1212121212121,19.3548387096774,32.1428571428571,18.1818181818182,22.5,4.34782608695652,13.6363636363636,29.1666666666667,33.3333333333333,19.4444444444444,6.66666666666667,9.67741935483871,26.6666666666667,14.8936170212766,0,27.0833333333333,0,15.2173913043478,13.8888888888889,4.76190476190476,5.88235294117647,8.33333333333333,0,7.40740740740741,13.6363636363636
"NW_025533130.1.221300.221301",16.2790697674419,13.0434782608696,0,25,18.1818181818182,9.09090909090909,20.6896551724138,30,14.7058823529412,17.5,3.57142857142857,8.33333333333333,30.4347826086957,27.7777777777778,16.6666666666667,3.2258064516129,8.57142857142857,23.5294117647059,14,0,27.0833333333333,0,16,8.57142857142857,8.69565217391304,8.82352941176471,9.375,0,3.57142857142857,18.1818181818182
"NW_025533130.1.221451.221452",36,5,10.5263157894737,0,11.5384615384615,28.5714285714286,7.14285714285714,0,11.5384615384615,3.44827586206897,8.69565217391304,8.82352941176471,18.1818181818182,13.3333333333333,5.40540540540541,0,7.14285714285714,0,11.1111111111111,0,22.5806451612903,0,15.5555555555556,7.40740740740741,0,4.76190476190476,4.54545454545455,0,0,11.1111111111111
"NW_025533130.1.238140.238141",22.2222222222222,24.1379310344828,47.3684210526316,45.8333333333333,18.75,31.8181818181818,4.44444444444444,35,36.3636363636364,27.2727272727273,36.3636363636364,0,20,26.6666666666667,36.3636363636364,25,24.390243902439,46.1538461538462,0,0,41.6666666666667,12.5,52.0833333333333,0,46.6666666666667,7.69230769230769,72.2222222222222,42.8571428571429,33.3333333333333,21.4285714285714
"NW_025533132.1.80513.80514",13.2075471698113,0,22.5806451612903,4.34782608695652,2.32558139534884,5.26315789473684,13.0434782608696,0,0,0,0,5.88235294117647,0,3.125,0,25,0,22.7272727272727,16.0714285714286,0,0,0,2.56410256410256,0,0,0,10.5263157894737,2.63157894736842,0,0
"NW_025533136.1.17625.17626",28.5714285714286,0,0,0,0,0,0,0,0,0,4,0,0,0,32.3529411764706,23.5294117647059,0,0,0,10.8108108108108,0,0,0,0,0,0,0,0,0,0
"NW_025533136.1.17779.17780",23.2558139534884,1.81818181818182,0,0,0,0,7.69230769230769,0,9.83606557377049,0,0,3.44827586206897,0,3.44827586206897,22.2222222222222,21.6216216216216,0,4.25531914893617,0,20.8955223880597,4.44444444444444,31.0344827586207,0,0,1.61290322580645,2.22222222222222,0,0,9.375,0
"NW_025533136.1.17801.17802",20,5.08474576271186,0,0,0,0,8.69565217391304,0,10.7142857142857,0,0,0,0,6.06060606060606,23.6363636363636,26.8292682926829,1.85185185185185,4.25531914893617,0,15.4929577464789,4.34782608695652,30,0,0,3.2258064516129,4.44444444444444,7.14285714285714,0,6.89655172413793,2.04081632653061
"NW_025533136.1.17973.17974",27.2727272727273,2.77777777777778,0,0,0,0,17.8571428571429,0,9.43396226415094,4.34782608695652,0,0,0,0,15.7894736842105,22.5,12.5,3.7037037037037,0,9.25925925925926,0,42.1052631578947,0,0,0,2.63157894736842,1.78571428571429,0,3.57142857142857,8.33333333333333
"NW_025533136.1.18144.18145",21.2765957446809,0,0,0,0,18.5185185185185,0,0,31.25,0,0,0,0,0,0,34.2105263157895,15.2542372881356,0,0,9.09090909090909,0,20,0,0,0,0,9.09090909090909,0,0,14.5833333333333
"NW_025533136.1.18230.18231",50,17.8571428571429,0,0,0,0,0,0,36,0,2.94117647058824,0,9.67741935483871,0,25,28.5714285714286,20,0,0,14.2857142857143,0,0,0,0,0,0,4.16666666666667,0,0,16.6666666666667
"NW_025533136.1.18316.18317",37.5,10,0,0,0,33.3333333333333,0,0,13.7931034482759,0,0,5.26315789473684,0,0,27.5,0,0,32.1428571428571,0,31.4285714285714,0,31.25,0,5.55555555555556,0,0,0,0,0,0
"NW_025533136.1.18467.18468",33.3333333333333,0,0,0,0,0,0,0,0,42.8571428571429,21.7391304347826,20.8333333333333,6.45161290322581,0,24.390243902439,2.94117647058824,0,13.3333333333333,25,11.1111111111111,31.5789473684211,40,0,0,0,0,33.3333333333333,0,0,0
"NW_025533136.1.18636.18637",25,25,25,22.7272727272727,46.1538461538462,0,25,19.047619047619,26.2295081967213,40,0,23.6842105263158,0,48.2758620689655,30.952380952381,0,0,12.5,18.3673469387755,11.6279069767442,25.8064516129032,47.8260869565217,18.9189189189189,0,0,0,26.530612244898,0,0,2.4390243902439
"NW_025533136.1.19139.19140",30.3571428571429,4.54545454545455,0,0,0,0,0,0,13.953488372093,0,0,0,0,0,20,23.2558139534884,0,10.5263157894737,0,9.75609756097561,0,0,0,0,0,3.2258064516129,0,0,0,0
"NW_025533136.1.19161.19162",26.7857142857143,0,0,0,25,12.5,0,6.25,10,0,0,4.25531914893617,8.10810810810811,0,23.2558139534884,21.4285714285714,5,13.6363636363636,0,16.6666666666667,2.85714285714286,0,4.65116279069767,0,0,0,2.7027027027027,0,0,5
"NW_025533136.1.25446.25447",10,5.88235294117647,0,0,0,0,0,4.76190476190476,0,0,11.7647058823529,3.03030303030303,4.76190476190476,11.4285714285714,14.2857142857143,5.55555555555556,0,0,2,9.52380952380952,3.44827586206897,10.8108108108108,8.51063829787234,25,3.57142857142857,2.32558139534884,0,5.26315789473684,2.94117647058824,6.25
"NW_025533136.1.25468.25469",17.5,6.06060606060606,11.1111111111111,0,20,7.40740740740741,0,13.0434782608696,0,0,8.33333333333333,15.625,5.26315789473684,16.6666666666667,16.1764705882353,7.27272727272727,0,0,4.16666666666667,14.2857142857143,17.8571428571429,10.8108108108108,16.3265306122449,25,0,0,0,10.5263157894737,1.42857142857143,5.55555555555556
"NW_025533136.1.25640.25641",23.2558139534884,12.8205128205128,0,0,16.6666666666667,13.6363636363636,6.06060606060606,12,9.09090909090909,0,15.1515151515152,20.5882352941176,13.3333333333333,19.3548387096774,27.1186440677966,12.5,0,0,17.0212765957447,23.3333333333333,25,0,23.6363636363636,25.5813953488372,0,0,0,0,8,23.8095238095238
"NW_025533136.1.26241.26242",20,0,0,0,0,3.84615384615385,0,0,0,36.8421052631579,4.54545454545455,3.57142857142857,5.55555555555556,3.44827586206897,2,0,2.94117647058824,3.44827586206897,0,0,0,23.0769230769231,0,3.44827586206897,0,5,0,0,5.26315789473684,0
"NW_025533136.1.30208.30209",21.7391304347826,11.6279069767442,18.5185185185185,0,16.6666666666667,25,5.88235294117647,30.5555555555556,14.7058823529412,0,23.1884057971014,0,26.530612244898,37.7777777777778,15.0684931506849,11.1111111111111,16.6666666666667,0,13.1147540983607,10.4166666666667,21.1267605633803,0,26.9662921348315,4,0,5.26315789473684,0,0,0,6.66666666666667
"NW_025533136.1.30294.30295",34.6938775510204,6.81818181818182,0,0,0,0,0,24.3243243243243,10.8108108108108,7.69230769230769,10.6060606060606,36.6666666666667,18.6046511627907,28.9473684210526,0,15.3846153846154,0,0,9.61538461538461,6.52173913043478,18.4210526315789,0,14.1176470588235,17.9487179487179,0,0,3.84615384615385,0,8.33333333333333,7.40740740740741
"NW_025533136.1.30316.30317",39.5348837209302,6.97674418604651,0,0,0,0,0,41.6666666666667,5.55555555555556,0,10.9375,24.1379310344828,24.3243243243243,22.2222222222222,9.45945945945946,16.2790697674419,6.89655172413793,0,13.3333333333333,15.9090909090909,26.4705882352941,0,30.1204819277108,25,0,0,0,4.34782608695652,7.35294117647059,14.8148148148148
"NW_025533136.1.30399.30400",20.8333333333333,2.4390243902439,0,0,0,0,0,33.3333333333333,13.5135135135135,7.69230769230769,21.9512195121951,21.7391304347826,8,22.5806451612903,19.1176470588235,15.625,4.34782608695652,0,14.2857142857143,6.52173913043478,22.4137931034483,0,8.06451612903226,28.5714285714286,0,0,0,0,2.08333333333333,13.7931034482759
"NW_025533136.1.30484.30485",28,20.5882352941176,57.1428571428571,0,33.3333333333333,28,3.44827586206897,31.5789473684211,17.2413793103448,0,23.6842105263158,18.5185185185185,13.6363636363636,18.1818181818182,16.0714285714286,18.1818181818182,0,0,17.8571428571429,13.8888888888889,35.8490566037736,0,38.9830508474576,37.5,0,0,0,0,20,17.8571428571429
"NW_025533136.1.36840.36841",19.2307692307692,0,5.26315789473684,0,0,0,8.33333333333333,4.76190476190476,2.77777777777778,0,4,15.625,10.8108108108108,3.2258064516129,2.7027027027027,3.2258064516129,4,8.69565217391304,7.14285714285714,4.08163265306122,5.66037735849057,0,8.10810810810811,6.06060606060606,14.8936170212766,18.75,0,8.33333333333333,4.16666666666667,13.5135135135135
"NW_025533137.1.43845.43846",93.3333333333333,85.7142857142857,90,71.4285714285714,92.8571428571429,95.6521739130435,100,76.9230769230769,100,95.4545454545455,91.6666666666667,100,100,47.0588235294118,90.4761904761905,90,93.3333333333333,66.6666666666667,100,100,90.9090909090909,95.4545454545455,47.6190476190476,86.6666666666667,100,95,91.6666666666667,96.1538461538462,44.4444444444444,94.7368421052632
"NW_025533137.1.43903.43904",100,100,50,36.3636363636364,52.6315789473684,63.6363636363636,100,100,86.6666666666667,100,100,96.4285714285714,100,100,83.3333333333333,94.1176470588235,100,94.7368421052632,52.9411764705882,87.5,92.3076923076923,68.1818181818182,50,100,0,96.4285714285714,100,96.1538461538462,48,81.8181818181818
"NW_025533137.1.43919.43920",92.8571428571429,100,50,31.8181818181818,50,61.9047619047619,100,100,100,94.7368421052632,100,100,87.5,94.7368421052632,89.4736842105263,100,100,95.2380952380952,55.5555555555556,100,93.3333333333333,47.8260869565217,45.4545454545455,100,0,96.2962962962963,93.5483870967742,96.1538461538462,43.4782608695652,95.2380952380952
"NW_025533137.1.43966.43967",93.3333333333333,100,50,79.1666666666667,47.3684210526316,56.5217391304348,83.3333333333333,83.3333333333333,100,95.4545454545455,100,93.3333333333333,86.6666666666667,100,87.5,94.1176470588235,94.1176470588235,100,57.8947368421053,85.7142857142857,88.2352941176471,64.2857142857143,100,100,22.2222222222222,96.2962962962963,100,96.551724137931,50,100
"NW_025533137.1.44330.44331",100,90.4761904761905,100,81.8181818181818,76.4705882352941,94.7368421052632,93.3333333333333,87.5,88.8888888888889,94.1176470588235,100,95.6521739130435,95.6521739130435,100,89.6551724137931,94.4444444444444,92,100,100,94.1176470588235,100,95.6521739130435,96.4285714285714,80,100,92,100,94.8275862068966,95.2380952380952,100
"NW_025533137.1.44353.44354",100,100,100,100,94.4444444444444,100,100,100,87.5,100,100,95.4545454545455,95.4545454545455,93.75,100,100,92,96.1538461538462,95.2380952380952,94.1176470588235,94.1176470588235,95.6521739130435,92,100,100,100,96.4285714285714,96.4912280701754,100,95.6521739130435
"NW_025533146.1.71231.71232",25,0,0,0,0,0,17.5,4.8780487804878,25,20.8333333333333,6.66666666666667,18.8679245283019,0,8.88888888888889,4,17.6470588235294,6.06060606060606,21.875,18.0722891566265,0,0,0,2.17391304347826,0,27.7777777777778,7.84313725490196,10,15.7142857142857,0,20
"NW_025533146.1.71253.71254",21.5384615384615,0,0,0,0,0,16.2162162162162,0,21.4285714285714,17.0212765957447,6.66666666666667,23.0769230769231,0,8.88888888888889,6.38297872340426,19.4029850746269,5.88235294117647,20,17.0731707317073,0,8.33333333333333,1.96078431372549,0,0,35.2112676056338,10.4166666666667,0,31.8840579710145,0,22.2222222222222
"NW_025533168.1.63703.63704",15.3846153846154,8.57142857142857,0,4.76190476190476,3.125,0,0,0,0,9.75609756097561,38.2352941176471,28.125,0,6.89655172413793,2.4390243902439,0,8.33333333333333,0,5.26315789473684,3.125,6.06060606060606,8.69565217391304,5.55555555555556,3.84615384615385,0,3.125,15.9090909090909,18.0555555555556,3.2258064516129,3.84615384615385
"NW_025533168.1.63789.63790",33.3333333333333,0,0,7.69230769230769,0,5,0,0,0,0,3.7037037037037,0,34.7826086956522,0,0,0,0,0,0,2.94117647058824,0,0,0,0,0,0,0,0,3.84615384615385,0
"NW_025533168.1.64645.64646",11.6279069767442,4,10.7142857142857,15.3846153846154,0,5.55555555555556,17.6470588235294,0,0,17.9487179487179,2.08333333333333,11.7647058823529,0,0,0,2.22222222222222,0,11.1111111111111,12.7659574468085,0,0,0,0,7.93650793650794,0,6.66666666666667,2.4390243902439,0,6,3.125
"NW_025533168.1.64667.64668",11.3636363636364,3.44827586206897,16.6666666666667,18.5185185185185,0,0,15,0,0,17.5,4.08163265306122,8.57142857142857,0,0,6.97674418604651,2.27272727272727,0,10,11.7647058823529,0,2.12765957446809,0,0,4.6875,0,6.12244897959184,2.38095238095238,0,5.66037735849057,2.94117647058824
"NW_025533169.1.73684.73685",18.9655172413793,0,0,0,0,0,0,0,0,0,0,3.03030303030303,0,0,0,0,0,2.56410256410256,0,1.44927536231884,0,0,55,0,0,0,0,1.5625,0,0
"NW_025533169.1.74777.74778",9.375,0,0,0,11.6279069767442,0,0,0,0,0,5.33333333333333,0,0,26.9230769230769,0,0,25,18.1818181818182,0,0,0,12.1212121212121,9.09090909090909,8.21917808219178,0,0,0,0,0,6.66666666666667
"NW_025533169.1.75979.75980",6.06060606060606,7.69230769230769,8.10810810810811,0,8.92857142857143,15.3846153846154,2.27272727272727,0,0,6.55737704918033,0,4.44444444444444,0,2.4390243902439,1.92307692307692,16.2162162162162,0,16.1290322580645,4.54545454545455,2.77777777777778,0,0,3.44827586206897,1.72413793103448,5.55555555555556,3.03030303030303,2.5,7.8125,0,0
"NW_025533169.1.87822.87823",30.7692307692308,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NW_025533169.1.87844.87845",17.0731707317073,0,0,0,0,0,0,0,0,0,2.56410256410256,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,4.65116279069767,3.57142857142857,0,0,6.66666666666667,0,0
"NW_025533169.1.98321.98322",13.2075471698113,2,0,0,1.51515151515152,17.2413793103448,11.9047619047619,0,12.5,10.2941176470588,0,0,0,0,2.17391304347826,6.81818181818182,0,12.5,1.92307692307692,0,0,0,3.7037037037037,9.43396226415094,1.69491525423729,2.7027027027027,0,0,15.3846153846154,0
