chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19
NC_059190.1	3012287	3012288	*	19	17	2	14	14	0	15	15	0	15	14	1	15	15	0	14	13	1	11	11	0	19	17	2	21	20	1	14	14	0	11	10	1	23	23	0	21	20	1	12	12	0	28	26	2	13	12	1	20	19	1	15	14	1	20	19	1
NC_059190.1	3087737	3087738	*	13	6	7	16	13	3	16	16	0	12	10	2	18	17	1	13	12	1	13	5	8	13	13	0	18	17	1	21	21	0	19	18	1	24	23	1	21	20	1	11	11	0	26	26	0	20	19	1	19	18	1	19	19	0	20	19	1
NC_059190.1	3087776	3087777	*	12	5	7	19	19	0	14	14	0	15	14	1	20	20	0	17	17	0	15	4	11	19	19	0	17	17	0	21	21	0	18	18	0	27	26	1	23	23	0	10	10	0	23	23	0	21	20	1	24	23	1	20	20	0	25	24	1
NC_059190.1	3087779	3087780	*	12	6	6	17	17	0	14	12	2	14	13	1	19	19	0	17	17	0	15	4	11	17	17	0	17	17	0	18	17	1	17	16	1	24	22	2	19	19	0	10	10	0	22	21	1	20	20	0	23	22	1	20	20	0	25	24	1
NC_059190.1	3104932	3104933	*	18	17	1	11	10	1	14	12	2	11	11	0	13	12	1	18	17	1	13	12	1	18	17	1	17	16	1	15	14	1	14	13	1	13	13	0	18	17	1	18	18	0	23	21	2	26	26	0	18	16	2	15	13	2	27	26	1
NC_059190.1	3104949	3104950	*	18	17	1	11	11	0	10	8	2	13	11	2	12	11	1	19	17	2	11	11	0	15	14	1	16	16	0	13	12	1	12	11	1	13	10	3	15	15	0	18	17	1	23	20	3	26	26	0	17	16	1	18	14	4	28	25	3
NC_059190.1	3114050	3114051	*	31	9	22	23	0	23	22	0	22	20	0	20	20	1	19	18	0	18	13	0	13	13	0	13	11	0	11	14	0	14	23	0	23	33	0	33	26	0	26	16	0	16	23	0	23	30	0	30	21	0	21	18	1	17	31	0	31
NC_059190.1	3143478	3143479	*	14	12	2	19	16	3	15	14	1	22	21	1	11	11	0	16	13	3	11	11	0	12	11	1	12	10	2	13	12	1	15	15	0	21	20	1	10	9	1	15	15	0	18	16	2	22	21	1	11	11	0	12	12	0	24	22	2
NC_059190.1	3143517	3143518	*	14	13	1	24	22	2	13	10	3	20	19	1	20	18	2	20	19	1	11	11	0	13	13	0	14	12	2	13	11	2	18	17	1	20	18	2	14	14	0	16	15	1	20	19	1	19	12	7	12	12	0	11	10	1	21	16	5
NC_059190.1	3143588	3143589	*	15	13	2	21	20	1	13	13	0	22	20	2	20	20	0	17	17	0	16	16	0	17	17	0	16	14	2	16	16	0	22	22	0	26	26	0	17	16	1	16	16	0	20	19	1	20	20	0	14	13	1	12	11	1	24	24	0
NC_059190.1	3147709	3147710	*	26	22	4	26	24	2	15	15	0	15	15	0	13	12	1	19	18	1	18	18	0	19	17	2	13	13	0	19	19	0	25	24	1	18	11	7	25	15	10	22	12	10	25	24	1	22	20	2	23	21	2	17	16	1	26	25	1
NC_059190.1	3150349	3150350	*	11	10	1	11	8	3	16	15	1	13	12	1	18	17	1	12	8	4	11	6	5	22	17	5	11	4	7	12	10	2	19	16	3	21	9	12	14	12	2	16	13	3	20	16	4	25	9	16	17	15	2	12	9	3	21	8	13
NC_059190.1	3239440	3239441	*	19	12	7	20	8	12	31	10	21	21	14	7	21	15	6	27	18	9	28	14	14	15	5	10	24	6	18	16	2	14	13	5	8	31	12	19	22	8	14	23	6	17	38	24	14	22	5	17	12	8	4	21	8	13	32	14	18
NC_059190.1	3245854	3245855	*	12	12	0	20	18	2	21	20	1	20	20	0	15	14	1	16	16	0	12	11	1	17	16	1	14	13	1	20	19	1	18	18	0	18	17	1	25	24	1	21	21	0	23	22	1	20	20	0	18	14	4	16	16	0	23	23	0
NC_059190.1	3259424	3259425	*	13	13	0	17	15	2	12	12	0	11	11	0	11	10	1	16	15	1	17	17	0	14	14	0	21	21	0	13	13	0	13	12	1	26	25	1	15	15	0	16	15	1	27	26	1	17	17	0	14	13	1	12	12	0	27	26	1
NC_059190.1	3259511	3259512	*	19	18	1	16	15	1	13	13	0	14	14	0	14	14	0	25	24	1	18	18	0	18	18	0	24	23	1	18	17	1	20	20	0	27	27	0	13	13	0	24	23	1	29	28	1	22	22	0	19	17	2	21	19	2	35	34	1
NC_059190.1	3259529	3259530	*	21	21	0	18	17	1	11	11	0	14	14	0	13	12	1	26	24	2	16	16	0	16	14	2	21	21	0	16	16	0	22	21	1	26	24	2	15	15	0	24	23	1	30	28	2	22	22	0	20	19	1	22	21	1	37	37	0
NC_059190.1	3259544	3259545	*	22	21	1	18	11	7	10	9	1	14	13	1	14	10	4	26	26	0	17	17	0	16	16	0	20	16	4	12	11	1	23	20	3	28	26	2	15	15	0	23	21	2	29	25	4	23	22	1	19	17	2	22	20	2	36	36	0
NC_059190.1	3310394	3310395	*	13	6	7	19	0	19	15	0	15	15	0	15	12	0	12	14	0	14	14	0	14	18	0	18	14	0	14	14	0	14	19	0	19	17	0	17	16	0	16	10	0	10	22	0	22	20	0	20	19	0	19	13	0	13	23	0	23
NC_059190.1	3310432	3310433	*	13	11	2	16	16	0	13	12	1	16	16	0	13	12	1	16	14	2	15	15	0	19	18	1	11	11	0	13	12	1	20	20	0	18	17	1	19	16	3	14	14	0	21	21	0	22	19	3	18	18	0	12	11	1	20	19	1
NC_059190.1	3534781	3534782	*	14	3	11	11	1	10	11	6	5	21	19	2	11	9	2	11	10	1	13	10	3	22	8	14	16	7	9	18	17	1	12	11	1	21	8	13	21	7	14	11	10	1	15	7	8	22	17	5	12	11	1	12	6	6	16	8	8
NC_059190.1	3566888	3566889	*	17	16	1	23	17	6	18	8	10	20	20	0	12	12	0	17	17	0	18	18	0	14	14	0	23	22	1	20	20	0	21	20	1	30	30	0	21	21	0	24	24	0	23	23	0	31	31	0	17	14	3	24	24	0	30	28	2
NC_059190.1	3587068	3587069	*	23	16	7	30	12	18	27	10	17	17	8	9	14	10	4	20	7	13	15	7	8	25	11	14	14	7	7	18	9	9	13	5	8	18	11	7	23	13	10	20	13	7	34	19	15	28	10	18	14	10	4	13	4	9	37	14	23
NC_059190.1	3622201	3622202	*	15	15	0	24	21	3	15	14	1	18	17	1	10	10	0	19	18	1	16	15	1	20	20	0	17	17	0	15	15	0	13	13	0	14	14	0	11	11	0	14	13	1	16	15	1	23	23	0	12	11	1	17	16	1	25	24	1
NC_059190.1	3622403	3622404	*	28	23	5	20	10	10	14	9	5	24	13	11	21	18	3	20	10	10	13	8	5	13	7	6	17	10	7	30	19	11	28	18	10	24	19	5	17	10	7	21	17	4	31	19	12	20	11	9	19	12	7	21	14	7	34	28	6
NC_059190.1	3622411	3622412	*	28	26	2	20	18	2	14	11	3	23	21	2	21	20	1	20	19	1	14	12	2	13	12	1	17	14	3	31	28	3	27	25	2	24	23	1	17	14	3	21	20	1	32	32	0	20	14	6	18	18	0	21	17	4	32	31	1
NC_059190.1	3622433	3622434	*	27	27	0	19	18	1	12	11	1	22	22	0	21	21	0	18	16	2	15	15	0	16	16	0	16	14	2	28	28	0	27	25	2	23	23	0	13	13	0	21	19	2	31	30	1	15	15	0	19	19	0	21	20	1	29	28	1
NC_059190.1	3622445	3622446	*	29	29	0	19	19	0	12	12	0	23	21	2	21	21	0	17	17	0	18	16	2	17	17	0	14	14	0	28	27	1	30	27	3	27	27	0	12	12	0	25	24	1	32	31	1	17	17	0	18	18	0	23	23	0	30	29	1
NC_059190.1	4413440	4413441	*	24	3	21	13	0	13	23	0	23	17	0	17	10	0	10	13	0	13	11	0	11	14	0	14	12	0	12	21	0	21	24	0	24	16	0	16	21	0	21	18	0	18	30	0	30	18	0	18	20	0	20	19	0	19	24	0	24
NC_059190.1	4444231	4444232	*	11	11	0	18	15	3	11	11	0	14	13	1	12	12	0	17	16	1	12	12	0	18	18	0	17	16	1	16	16	0	16	15	1	10	10	0	10	9	1	15	15	0	14	11	3	11	11	0	15	14	1	18	17	1	29	28	1
NC_059190.1	4997532	4997533	*	25	4	21	13	3	10	15	6	9	17	3	14	28	17	11	17	4	13	27	13	14	12	0	12	22	11	11	24	7	17	14	2	12	16	0	16	15	3	12	28	2	26	33	3	30	16	0	16	18	12	6	12	6	6	24	1	23
NC_059190.1	5036396	5036397	*	51	5	46	33	0	33	25	1	24	16	0	16	56	0	56	20	0	20	32	0	32	10	0	10	23	0	23	40	0	40	64	6	58	22	0	22	31	0	31	32	0	32	52	0	52	31	0	31	33	0	33	30	0	30	31	0	31
NC_059190.1	5671525	5671526	*	27	26	1	16	14	2	12	10	2	14	14	0	13	12	1	17	16	1	12	9	3	24	23	1	19	18	1	14	14	0	25	24	1	35	33	2	25	22	3	16	16	0	23	21	2	15	15	0	21	21	0	22	20	2	28	27	1
NC_059190.1	5671662	5671663	*	18	17	1	16	13	3	17	13	4	11	5	6	16	13	3	22	16	6	16	11	5	19	12	7	15	12	3	15	11	4	15	11	4	12	11	1	13	11	2	18	4	14	24	11	13	14	10	4	13	10	3	20	17	3	19	15	4
NC_059190.1	6943307	6943308	*	20	8	12	23	0	23	33	7	26	48	3	45	13	4	9	60	9	51	44	7	37	20	1	19	23	6	17	30	6	24	15	2	13	55	13	42	42	8	34	67	4	63	43	3	40	61	8	53	36	3	33	25	5	20	34	6	28
NC_059190.1	6943325	6943326	*	20	8	12	23	0	23	32	7	25	48	3	45	13	5	8	61	10	51	43	7	36	20	2	18	23	5	18	28	4	24	15	2	13	55	10	45	42	6	36	65	4	61	42	3	39	59	8	51	37	3	34	24	5	19	34	7	27
NC_059190.1	9231731	9231732	*	12	12	0	12	11	1	16	15	1	14	13	1	13	12	1	20	19	1	22	22	0	13	12	1	10	10	0	23	20	3	11	10	1	18	18	0	11	11	0	17	17	0	11	11	0	24	23	1	16	15	1	10	9	1	25	23	2
NC_059190.1	9313237	9313238	*	63	8	55	69	6	63	41	5	36	50	5	45	55	7	48	49	12	37	55	2	53	35	4	31	60	4	56	48	4	44	60	5	55	63	21	42	38	3	35	78	17	61	90	13	77	52	13	39	46	6	40	31	1	30	81	14	67
NC_059190.1	10174202	10174203	*	16	15	1	13	12	1	19	17	2	13	12	1	11	9	2	17	16	1	20	18	2	16	9	7	11	11	0	11	10	1	16	14	2	21	20	1	18	12	6	19	18	1	32	30	2	26	23	3	15	14	1	12	9	3	27	25	2
NC_059190.1	10174235	10174236	*	19	17	2	16	13	3	23	22	1	13	13	0	14	14	0	17	17	0	21	21	0	18	18	0	11	11	0	15	13	2	17	16	1	22	20	2	20	19	1	18	18	0	32	31	1	30	28	2	16	15	1	15	11	4	27	26	1
NC_059190.1	10174279	10174280	*	23	14	9	22	16	6	27	20	7	16	15	1	18	17	1	22	19	3	23	15	8	19	14	5	13	9	4	16	11	5	21	17	4	30	24	6	27	23	4	16	14	2	35	21	14	28	22	6	22	17	5	14	6	8	28	21	7
NC_059190.1	10174318	10174319	*	27	8	19	21	19	2	23	21	2	13	11	2	21	17	4	22	22	0	18	18	0	19	11	8	16	14	2	17	15	2	24	18	6	31	28	3	26	24	2	13	13	0	33	13	20	30	28	2	26	23	3	19	16	3	29	29	0
NC_059190.1	10174433	10174434	*	21	17	4	21	19	2	15	9	6	15	14	1	12	12	0	22	21	1	18	18	0	17	15	2	20	20	0	15	14	1	18	17	1	31	30	1	23	20	3	16	16	0	24	23	1	18	18	0	29	27	2	17	15	2	30	28	2
NC_059190.1	10182747	10182748	*	22	17	5	21	20	1	16	14	2	14	13	1	15	6	9	17	13	4	14	11	3	12	12	0	13	11	2	29	28	1	25	23	2	22	17	5	21	21	0	20	17	3	27	21	6	18	16	2	16	7	9	19	14	5	31	27	4
NC_059190.1	10209568	10209569	*	19	18	1	19	17	2	19	18	1	11	11	0	11	9	2	16	13	3	18	18	0	10	9	1	19	19	0	13	13	0	16	15	1	23	21	2	18	16	2	16	16	0	26	24	2	26	25	1	21	18	3	19	17	2	13	13	0
NC_059190.1	10209689	10209690	*	19	16	3	22	20	2	23	23	0	12	11	1	21	20	1	22	22	0	20	17	3	12	12	0	21	21	0	18	17	1	21	17	4	34	32	2	32	31	1	18	18	0	37	34	3	26	26	0	28	28	0	23	20	3	24	24	0
NC_059190.1	10218603	10218604	*	25	16	9	22	0	22	19	0	19	19	0	19	15	0	15	23	14	9	18	0	18	23	0	23	21	0	21	18	0	18	17	0	17	27	4	23	23	8	15	20	0	20	36	0	36	29	15	14	26	14	12	11	0	11	19	0	19
NC_059190.1	10221948	10221949	*	17	3	14	26	0	26	16	0	16	12	0	12	20	0	20	19	2	17	15	0	15	12	0	12	11	0	11	13	0	13	19	1	18	24	0	24	18	0	18	14	0	14	20	9	11	21	3	18	23	0	23	11	0	11	26	2	24
NC_059191.1	37856	37857	*	19	18	1	24	24	0	10	10	0	18	18	0	10	10	0	32	31	1	19	19	0	20	17	3	17	17	0	21	21	0	22	21	1	22	21	1	24	20	4	21	21	0	35	33	2	30	29	1	14	14	0	19	17	2	30	30	0
NC_059191.1	115216	115217	*	19	7	12	24	5	19	16	0	16	21	8	13	19	10	9	12	0	12	15	0	15	22	0	22	20	10	10	19	0	19	20	3	17	27	17	10	18	0	18	22	0	22	31	29	2	24	6	18	16	9	7	18	0	18	36	18	18
NC_059191.1	115255	115256	*	18	7	11	20	5	15	17	0	17	20	8	12	16	7	9	12	0	12	16	0	16	19	0	19	18	9	9	18	5	13	18	1	17	19	10	9	21	12	9	18	0	18	27	27	0	19	9	10	15	8	7	19	18	1	35	18	17
NC_059191.1	115277	115278	*	17	8	9	18	6	12	17	0	17	18	8	10	15	5	10	11	0	11	18	0	18	16	0	16	17	8	9	18	5	13	16	2	14	20	10	10	22	14	8	16	0	16	26	25	1	17	11	6	16	8	8	22	22	0	34	17	17
NC_059191.1	115286	115287	*	16	7	9	18	7	11	17	0	17	17	7	10	15	5	10	10	0	10	19	0	19	16	0	16	17	8	9	16	4	12	14	1	13	19	10	9	21	15	6	16	0	16	25	25	0	13	9	4	15	7	8	23	22	1	34	17	17
NC_059191.1	117218	117219	*	16	9	7	20	7	13	11	6	5	17	17	0	12	11	1	19	19	0	21	21	0	13	9	4	16	13	3	15	10	5	13	5	8	20	19	1	12	5	7	17	0	17	24	0	24	19	10	9	19	8	11	30	28	2	25	24	1
NC_059191.1	117221	117222	*	16	9	7	20	7	13	11	6	5	17	17	0	12	10	2	19	19	0	22	22	0	13	9	4	16	12	4	15	10	5	13	5	8	19	18	1	13	4	9	17	0	17	24	0	24	19	10	9	19	8	11	31	29	2	24	23	1
NC_059191.1	117284	117285	*	15	12	3	17	12	5	10	2	8	15	8	7	10	10	0	26	15	11	17	12	5	13	3	10	18	14	4	19	14	5	17	7	10	25	25	0	14	3	11	15	14	1	21	9	12	18	16	2	13	12	1	28	13	15	19	7	12
NC_059191.1	117400	117401	*	17	16	1	13	12	1	10	10	0	11	11	0	14	14	0	25	22	3	15	15	0	11	11	0	15	13	2	21	19	2	17	17	0	23	22	1	19	16	3	14	13	1	15	15	0	16	14	2	16	12	4	22	22	0	25	25	0
NC_059191.1	117406	117407	*	18	17	1	13	11	2	11	11	0	12	10	2	15	15	0	23	20	3	13	13	0	10	9	1	14	14	0	21	19	2	17	16	1	23	21	2	18	16	2	14	13	1	14	14	0	17	16	1	18	14	4	22	21	1	25	25	0
NC_059191.1	167178	167179	*	20	19	1	15	15	0	11	10	1	15	14	1	16	14	2	20	18	2	20	18	2	18	17	1	11	11	0	18	16	2	18	17	1	26	26	0	20	17	3	16	7	9	23	20	3	18	16	2	16	15	1	15	15	0	24	19	5
NC_059191.1	170661	170662	*	15	8	7	13	13	0	15	15	0	18	14	4	10	9	1	16	6	10	16	4	12	15	0	15	11	5	6	18	17	1	12	0	12	10	9	1	12	11	1	14	0	14	24	18	6	21	17	4	13	7	6	13	13	0	18	17	1
NC_059191.1	230935	230936	*	17	16	1	13	13	0	14	14	0	16	15	1	14	10	4	22	22	0	18	18	0	12	11	1	12	12	0	15	15	0	22	22	0	27	24	3	30	29	1	14	14	0	20	19	1	15	13	2	12	12	0	15	13	2	15	15	0
NC_059191.1	230941	230942	*	18	17	1	13	13	0	14	13	1	16	15	1	14	14	0	22	21	1	19	18	1	12	12	0	11	11	0	15	15	0	21	21	0	27	25	2	29	29	0	15	15	0	19	19	0	15	14	1	12	12	0	15	13	2	16	16	0
NC_059191.1	230955	230956	*	16	7	9	14	5	9	15	8	7	16	7	9	14	4	10	23	23	0	19	19	0	12	12	0	12	0	12	14	5	9	24	24	0	34	0	34	29	0	29	16	15	1	19	0	19	16	11	5	14	0	14	18	0	18	15	8	7
NC_059191.1	230972	230973	*	17	14	3	17	12	5	14	13	1	16	15	1	11	11	0	24	21	3	18	16	2	12	11	1	11	11	0	10	10	0	26	22	4	31	27	4	30	25	5	16	14	2	22	18	4	18	18	0	12	11	1	19	18	1	15	13	2
NC_059191.1	239686	239687	*	20	18	2	15	14	1	15	14	1	20	18	2	12	11	1	14	13	1	13	11	2	12	12	0	17	16	1	25	25	0	14	14	0	24	23	1	19	19	0	20	19	1	19	19	0	18	17	1	13	13	0	24	21	3	28	26	2
NC_059191.1	247861	247862	*	21	10	11	27	0	27	19	9	10	14	0	14	28	0	28	22	0	22	16	0	16	12	0	12	10	2	8	19	0	19	15	0	15	26	7	19	21	0	21	19	0	19	23	0	23	26	0	26	26	7	19	15	0	15	26	0	26
NC_059191.1	474741	474742	*	15	13	2	27	24	3	18	16	2	16	16	0	13	13	0	16	14	2	13	13	0	14	14	0	14	13	1	21	19	2	19	19	0	26	25	1	17	15	2	13	13	0	26	25	1	20	18	2	17	17	0	16	15	1	20	18	2
NC_059191.1	474806	474807	*	13	5	8	26	11	15	18	10	8	19	16	3	16	9	7	15	6	9	15	5	10	15	0	15	17	6	11	21	8	13	19	8	11	26	20	6	20	12	8	10	4	6	30	21	9	20	8	12	17	14	3	13	9	4	23	19	4
NC_059191.1	474865	474866	*	13	11	2	29	28	1	20	19	1	21	19	2	18	16	2	14	14	0	18	18	0	15	12	3	21	18	3	23	22	1	21	19	2	23	22	1	23	19	4	10	10	0	29	25	4	22	21	1	21	18	3	13	11	2	27	25	2
NC_059191.1	475155	475156	*	18	18	0	24	22	2	12	11	1	23	20	3	16	16	0	15	14	1	20	19	1	19	18	1	10	6	4	17	17	0	24	23	1	29	27	2	19	17	2	19	19	0	31	30	1	23	19	4	26	25	1	17	16	1	31	29	2
NC_059191.1	476918	476919	*	20	19	1	15	14	1	13	13	0	13	13	0	13	12	1	13	13	0	13	12	1	16	16	0	21	20	1	16	16	0	11	11	0	25	24	1	16	16	0	12	12	0	14	14	0	21	21	0	16	16	0	17	17	0	29	29	0
NC_059191.1	476928	476929	*	20	18	2	15	13	2	13	12	1	17	17	0	14	10	4	15	15	0	13	13	0	18	18	0	20	18	2	17	15	2	13	12	1	24	23	1	18	18	0	14	12	2	17	14	3	23	22	1	15	14	1	18	18	0	30	30	0
NC_059191.1	476999	477000	*	29	13	16	19	16	3	14	4	10	18	14	4	19	10	9	20	3	17	15	9	6	24	17	7	12	10	2	20	11	9	20	18	2	26	9	17	19	4	15	14	1	13	20	9	11	22	16	6	21	3	18	21	14	7	25	17	8
NC_059191.1	545058	545059	*	24	7	17	23	9	14	20	1	19	18	0	18	12	3	9	31	8	23	11	3	8	16	4	12	20	6	14	15	0	15	18	5	13	26	0	26	17	3	14	22	10	12	29	1	28	24	10	14	14	5	9	23	7	16	24	3	21
NC_059191.1	545076	545077	*	22	7	15	23	5	18	18	0	18	16	0	16	11	4	7	28	6	22	14	4	10	15	3	12	19	5	14	16	0	16	19	8	11	23	1	22	19	3	16	21	11	10	31	0	31	23	7	16	16	5	11	22	6	16	27	0	27
NC_059191.1	545142	545143	*	23	18	5	21	8	13	20	4	16	20	0	20	15	13	2	25	5	20	21	7	14	18	14	4	12	4	8	19	3	16	16	10	6	27	9	18	20	3	17	19	11	8	21	1	20	16	9	7	19	6	13	21	0	21	30	9	21
NC_059191.1	545154	545155	*	23	17	6	19	7	12	20	2	18	19	0	19	17	10	7	27	5	22	20	9	11	15	8	7	13	5	8	19	5	14	17	11	6	24	7	17	20	2	18	20	11	9	22	0	22	13	8	5	20	10	10	22	0	22	29	12	17
NC_059191.1	571466	571467	*	14	13	1	14	13	1	13	12	1	15	14	1	10	9	1	15	14	1	17	16	1	11	10	1	10	9	1	13	11	2	13	10	3	16	15	1	12	12	0	16	15	1	18	18	0	18	17	1	15	14	1	14	13	1	13	12	1
NC_059191.1	571488	571489	*	14	13	1	13	13	0	15	14	1	16	15	1	12	11	1	15	14	1	19	18	1	14	13	1	11	11	0	12	12	0	11	10	1	14	11	3	11	11	0	17	17	0	16	15	1	18	16	2	15	15	0	14	12	2	16	16	0
NC_059191.1	922721	922722	*	19	18	1	12	12	0	18	18	0	11	11	0	13	13	0	13	13	0	12	11	1	13	11	2	19	19	0	10	9	1	10	10	0	18	16	2	13	11	2	14	14	0	16	14	2	21	20	1	12	11	1	14	11	3	15	15	0
NC_059191.1	1015008	1015009	*	11	11	0	16	14	2	14	13	1	20	18	2	19	18	1	11	10	1	18	17	1	16	14	2	16	16	0	13	13	0	11	11	0	17	16	1	23	17	6	11	10	1	23	22	1	28	23	5	20	18	2	12	12	0	23	23	0
NC_059191.1	1015021	1015022	*	10	10	0	15	5	10	15	14	1	19	19	0	21	19	2	12	12	0	18	17	1	16	0	16	16	16	0	13	13	0	14	12	2	18	17	1	25	21	4	13	8	5	23	21	2	28	28	0	20	19	1	16	16	0	25	25	0
NC_059191.1	1015126	1015127	*	22	21	1	16	16	0	15	13	2	24	23	1	24	24	0	21	17	4	26	25	1	17	17	0	18	18	0	24	23	1	21	20	1	29	26	3	28	27	1	22	21	1	37	36	1	30	30	0	16	16	0	21	20	1	32	29	3
NC_059191.1	1015213	1015214	*	25	23	2	16	16	0	15	15	0	22	22	0	24	23	1	22	20	2	20	20	0	17	15	2	14	14	0	24	24	0	24	23	1	31	28	3	22	20	2	25	22	3	34	32	2	23	22	1	15	14	1	20	19	1	33	33	0
NC_059191.1	1055851	1055852	*	15	14	1	16	14	2	16	13	3	13	13	0	14	11	3	15	15	0	21	20	1	19	19	0	15	15	0	16	14	2	20	18	2	24	23	1	19	19	0	23	20	3	21	18	3	15	14	1	19	19	0	12	12	0	24	23	1
NC_059191.1	1055865	1055866	*	15	15	0	16	15	1	16	13	3	12	12	0	14	14	0	16	16	0	21	21	0	20	18	2	13	12	1	14	14	0	20	18	2	25	25	0	18	17	1	23	21	2	22	20	2	15	14	1	18	18	0	10	10	0	24	23	1
NC_059191.1	1055906	1055907	*	16	15	1	18	18	0	17	14	3	11	11	0	14	12	2	17	16	1	21	20	1	23	22	1	13	12	1	14	14	0	20	20	0	22	22	0	18	18	0	23	22	1	24	22	2	15	15	0	17	16	1	10	10	0	24	24	0
NC_059191.1	1365534	1365535	*	20	17	3	19	12	7	13	11	2	16	15	1	16	13	3	17	14	3	17	13	4	18	11	7	16	12	4	29	25	4	15	13	2	24	17	7	19	12	7	19	13	6	18	10	8	16	16	0	26	23	3	12	11	1	23	19	4
NC_059191.1	1365567	1365568	*	19	18	1	21	19	2	18	17	1	13	13	0	15	12	3	18	17	1	18	18	0	19	19	0	16	13	3	25	25	0	14	14	0	19	17	2	25	24	1	19	18	1	18	17	1	16	15	1	21	19	2	14	12	2	20	20	0
NC_059191.1	1365579	1365580	*	19	17	2	17	16	1	18	18	0	11	11	0	15	13	2	17	15	2	16	15	1	14	12	2	17	15	2	21	20	1	14	14	0	19	18	1	21	21	0	19	18	1	17	17	0	14	12	2	19	15	4	13	12	1	19	19	0
NC_059191.1	1443652	1443653	*	11	11	0	19	18	1	19	18	1	15	15	0	13	13	0	14	14	0	17	14	3	18	17	1	12	11	1	15	14	1	16	13	3	30	30	0	14	11	3	20	19	1	22	20	2	22	19	3	14	14	0	17	17	0	15	13	2
NC_059191.1	1443682	1443683	*	11	11	0	20	18	2	20	20	0	13	13	0	13	13	0	13	13	0	19	18	1	17	16	1	13	13	0	14	13	1	16	16	0	24	24	0	13	12	1	18	17	1	21	21	0	17	17	0	12	12	0	21	19	2	15	15	0
NC_059191.1	1457176	1457177	*	23	21	2	20	19	1	12	11	1	13	13	0	29	27	2	22	21	1	22	20	2	11	10	1	19	17	2	25	25	0	14	13	1	34	31	3	21	21	0	26	25	1	26	25	1	28	27	1	19	19	0	25	25	0	32	31	1
NC_059191.1	1462814	1462815	*	20	20	0	20	20	0	17	16	1	15	15	0	13	12	1	14	12	2	16	16	0	11	11	0	13	12	1	17	17	0	11	10	1	17	16	1	13	13	0	20	17	3	10	9	1	18	16	2	23	22	1	19	19	0	11	11	0
NC_059191.1	1688455	1688456	*	28	24	4	39	33	6	20	17	3	17	11	6	15	14	1	28	26	2	14	13	1	26	25	1	18	16	2	17	13	4	11	7	4	27	17	10	21	19	2	26	15	11	20	14	6	30	25	5	28	25	3	22	19	3	29	26	3
NC_059191.1	1860061	1860062	*	30	19	11	23	23	0	24	21	3	19	19	0	12	10	2	26	25	1	12	11	1	12	11	1	16	15	1	16	16	0	21	20	1	23	22	1	17	13	4	14	12	2	20	20	0	27	24	3	23	20	3	13	13	0	18	17	1
NC_059191.1	1860100	1860101	*	34	33	1	25	23	2	25	22	3	20	16	4	13	12	1	27	26	1	19	19	0	13	12	1	15	14	1	20	19	1	25	24	1	29	27	2	22	20	2	19	18	1	23	22	1	30	29	1	26	25	1	15	14	1	21	21	0
NC_059191.1	1860130	1860131	*	36	35	1	22	21	1	26	24	2	18	16	2	16	15	1	26	26	0	20	19	1	12	12	0	17	16	1	25	23	2	26	23	3	26	26	0	21	21	0	20	20	0	19	19	0	28	23	5	26	26	0	13	12	1	20	19	1
NC_059191.1	1860200	1860201	*	40	25	15	25	20	5	23	18	5	23	12	11	16	15	1	36	25	11	24	15	9	15	11	4	20	14	6	26	20	6	34	22	12	33	25	8	28	19	9	23	18	5	21	16	5	32	19	13	33	27	6	18	11	7	33	23	10
NC_059191.1	1860279	1860280	*	38	38	0	20	17	3	21	20	1	23	22	1	12	12	0	31	27	4	22	18	4	17	16	1	16	16	0	26	26	0	30	28	2	25	20	5	30	27	3	24	23	1	27	26	1	29	25	4	29	28	1	22	20	2	40	38	2
NC_059191.1	1860291	1860292	*	34	33	1	12	12	0	18	18	0	20	19	1	10	10	0	29	28	1	17	17	0	16	16	0	12	12	0	23	23	0	24	23	1	21	20	1	28	27	1	23	23	0	24	24	0	28	25	3	24	24	0	20	20	0	37	36	1
NC_059191.1	1926285	1926286	*	22	11	11	18	10	8	16	6	10	12	4	8	21	7	14	15	14	1	15	1	14	21	19	2	14	7	7	16	0	16	21	9	12	24	7	17	13	11	2	21	7	14	25	24	1	16	6	10	17	15	2	18	9	9	35	17	18
NC_059191.1	1926299	1926300	*	21	20	1	17	10	7	16	15	1	14	12	2	21	21	0	16	13	3	14	9	5	20	17	3	15	15	0	16	16	0	21	20	1	24	23	1	15	12	3	20	20	0	26	24	2	15	13	2	19	17	2	18	8	10	36	35	1
NC_059191.1	1926308	1926309	*	21	21	0	17	11	6	17	16	1	13	12	1	21	20	1	17	17	0	15	10	5	20	17	3	17	17	0	16	16	0	20	18	2	24	23	1	15	11	4	20	19	1	26	23	3	17	16	1	20	18	2	18	9	9	36	32	4
