chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19	coverage20	numCs20	numTs20	coverage21	numCs21	numTs21
NC_059189.1	457689	457690	*	25	3	22	15	1	14	14	0	14	14	0	14	16	0	16	31	2	29	22	0	22	17	0	17	22	0	22	29	1	28	23	0	23	16	0	16	16	1	15	18	0	18	12	0	12	18	0	18	25	1	24	20	1	19	14	0	14	14	0	14	16	0	16
NC_059189.1	487654	487655	*	24	16	8	22	0	22	28	0	28	13	6	7	15	0	15	20	0	20	25	0	25	23	11	12	13	0	13	21	7	14	20	1	19	22	0	22	20	0	20	19	0	19	28	1	27	16	0	16	19	0	19	15	0	15	11	0	11	22	0	22	26	0	26
NC_059189.1	560514	560515	*	17	12	5	18	15	3	12	11	1	18	14	4	13	8	5	23	19	4	18	11	7	17	16	1	21	15	6	12	10	2	12	11	1	17	12	5	19	16	3	19	15	4	13	11	2	22	17	5	21	16	5	17	10	7	13	11	2	13	11	2	15	8	7
NC_059189.1	560569	560570	*	17	16	1	21	19	2	15	15	0	17	17	0	12	12	0	20	18	2	18	14	4	18	18	0	19	17	2	19	18	1	12	11	1	15	13	2	19	16	3	16	14	2	17	16	1	22	20	2	17	16	1	18	16	2	13	12	1	15	13	2	13	12	1
NC_059189.1	567550	567551	*	18	16	2	18	17	1	21	20	1	16	16	0	13	13	0	24	23	1	22	17	5	13	12	1	12	11	1	24	22	2	15	15	0	13	11	2	18	16	2	15	14	1	27	24	3	25	22	3	16	14	2	21	20	1	11	11	0	19	16	3	12	12	0
NC_059189.1	567580	567581	*	18	16	2	18	17	1	22	22	0	20	18	2	13	12	1	25	24	1	23	20	3	16	16	0	15	14	1	28	25	3	17	14	3	19	18	1	20	20	0	22	21	1	29	26	3	27	24	3	16	13	3	19	17	2	10	10	0	23	21	2	12	12	0
NC_059189.1	582175	582176	*	13	13	0	16	14	2	21	12	9	21	21	0	17	16	1	22	21	1	19	19	0	20	9	11	18	18	0	19	13	6	13	13	0	20	4	16	15	13	2	24	24	0	15	14	1	17	16	1	24	23	1	22	20	2	10	10	0	18	18	0	17	17	0
NC_059189.1	606451	606452	*	23	22	1	17	17	0	18	18	0	24	22	2	15	15	0	31	29	2	19	19	0	16	14	2	18	18	0	26	26	0	11	9	2	23	21	2	14	13	1	15	15	0	15	13	2	12	8	4	25	25	0	24	24	0	10	10	0	12	10	2	23	22	1
NC_059189.1	620120	620121	*	11	11	0	15	14	1	11	11	0	15	11	4	11	10	1	15	13	2	13	10	3	13	12	1	17	16	1	16	15	1	11	10	1	11	10	1	17	16	1	17	17	0	23	21	2	19	17	2	17	16	1	12	12	0	19	17	2	13	11	2	15	14	1
NC_059189.1	620134	620135	*	14	14	0	14	13	1	10	10	0	14	11	3	13	13	0	15	15	0	13	11	2	12	11	1	15	15	0	16	16	0	10	9	1	11	10	1	17	16	1	18	17	1	25	24	1	20	19	1	20	19	1	14	14	0	15	14	1	12	10	2	15	14	1
NC_059189.1	620675	620676	*	23	23	0	26	0	26	39	1	38	18	12	6	22	0	22	22	0	22	25	0	25	18	0	18	18	0	18	33	20	13	17	0	17	20	0	20	27	1	26	21	0	21	23	0	23	26	0	26	35	1	34	26	0	26	11	0	11	26	0	26	25	0	25
NC_059189.1	731656	731657	*	16	15	1	15	14	1	29	27	2	19	4	15	15	6	9	24	0	24	16	14	2	20	20	0	13	0	13	22	6	16	16	8	8	12	4	8	20	0	20	18	15	3	20	19	1	15	14	1	18	11	7	22	1	21	23	0	23	30	26	4	20	13	7
NC_059189.1	731681	731682	*	19	17	2	16	15	1	32	29	3	24	6	18	17	8	9	26	0	26	19	17	2	22	21	1	15	0	15	22	7	15	18	10	8	14	6	8	18	0	18	19	17	2	21	20	1	18	17	1	19	11	8	21	0	21	23	0	23	28	24	4	22	13	9
NC_059189.1	772126	772127	*	14	13	1	22	22	0	19	17	2	19	19	0	11	11	0	21	19	2	13	12	1	19	19	0	25	23	2	21	20	1	24	22	2	18	18	0	16	16	0	21	20	1	23	21	2	18	17	1	15	15	0	19	18	1	23	23	0	21	21	0	13	13	0
NC_059189.1	772208	772209	*	11	9	2	26	18	8	17	14	3	16	12	4	16	13	3	22	17	5	14	8	6	17	16	1	23	19	4	20	12	8	22	20	2	18	15	3	17	15	2	22	15	7	19	16	3	20	17	3	16	11	5	20	19	1	16	14	2	22	20	2	15	13	2
NC_059189.1	772239	772240	*	12	11	1	25	24	1	15	13	2	14	13	1	16	15	1	24	23	1	15	14	1	16	16	0	20	17	3	18	16	2	20	20	0	14	14	0	15	14	1	20	19	1	18	18	0	21	20	1	13	11	2	20	20	0	17	16	1	22	21	1	12	11	1
NC_059189.1	789748	789749	*	15	14	1	19	18	1	19	18	1	20	20	0	25	25	0	23	23	0	21	21	0	21	19	2	15	15	0	21	21	0	15	14	1	19	17	2	28	27	1	18	18	0	22	22	0	21	20	1	18	18	0	14	14	0	25	24	1	22	22	0	16	14	2
NC_059189.1	789812	789813	*	13	13	0	21	16	5	21	15	6	19	15	4	26	22	4	23	20	3	20	18	2	22	19	3	12	10	2	23	20	3	14	14	0	18	15	3	29	25	4	17	15	2	20	16	4	23	19	4	16	14	2	18	13	5	29	26	3	23	18	5	15	12	3
NC_059189.1	791717	791718	*	20	15	5	23	14	9	23	19	4	10	4	6	21	17	4	38	24	14	17	12	5	23	21	2	23	18	5	23	17	6	23	18	5	23	17	6	13	9	4	21	16	5	34	24	10	20	12	8	31	24	7	18	15	3	11	7	4	16	12	4	15	10	5
NC_059189.1	837731	837732	*	15	6	9	18	13	5	32	14	18	17	13	4	16	5	11	31	11	20	23	7	16	19	7	12	33	22	11	25	13	12	21	1	20	23	16	7	15	9	6	24	20	4	26	12	14	22	13	9	17	11	6	23	19	4	13	8	5	21	11	10	18	7	11
NC_059189.1	837791	837792	*	16	11	5	14	0	14	33	23	10	12	10	2	15	0	15	21	11	10	25	17	8	17	14	3	33	27	6	21	15	6	24	11	13	24	21	3	18	14	4	19	0	19	19	13	6	18	15	3	17	5	12	19	17	2	16	12	4	17	12	5	17	7	10
NC_059189.1	837854	837855	*	16	10	6	14	0	14	35	19	16	17	17	0	18	9	9	20	13	7	27	18	9	18	13	5	30	22	8	19	13	6	31	13	18	27	21	6	18	14	4	20	5	15	17	12	5	16	6	10	21	4	17	21	19	2	20	16	4	16	12	4	15	9	6
NC_059189.1	893591	893592	*	23	20	3	17	17	0	17	15	2	14	13	1	12	12	0	26	26	0	23	23	0	17	16	1	13	13	0	24	20	4	16	14	2	20	19	1	19	19	0	12	11	1	19	11	8	14	14	0	18	17	1	13	13	0	20	18	2	18	17	1	12	12	0
NC_059189.1	893647	893648	*	20	20	0	14	13	1	15	14	1	12	12	0	15	14	1	25	25	0	21	21	0	17	16	1	16	15	1	23	23	0	13	11	2	18	18	0	15	15	0	12	12	0	18	18	0	11	11	0	18	17	1	13	13	0	15	15	0	19	18	1	12	12	0
NC_059189.1	906727	906728	*	14	14	0	15	14	1	11	11	0	18	16	2	15	14	1	11	10	1	24	17	7	15	14	1	16	13	3	13	5	8	18	18	0	23	23	0	20	19	1	12	12	0	15	13	2	19	18	1	13	12	1	13	13	0	18	18	0	19	19	0	14	9	5
NC_059189.1	906741	906742	*	15	15	0	15	15	0	13	13	0	18	18	0	14	12	2	13	12	1	24	20	4	15	15	0	17	13	4	16	16	0	19	19	0	23	23	0	21	20	1	13	13	0	16	14	2	21	20	1	12	12	0	16	15	1	17	17	0	19	19	0	15	11	4
NC_059189.1	907597	907598	*	13	12	1	13	10	3	23	12	11	16	15	1	16	13	3	22	16	6	19	9	10	14	5	9	17	7	10	20	9	11	12	6	6	10	7	3	16	14	2	17	13	4	19	15	4	22	21	1	19	15	4	16	14	2	18	14	4	15	9	6	20	16	4
NC_059189.1	907620	907621	*	15	13	2	14	14	0	22	19	3	16	15	1	17	17	0	23	22	1	16	15	1	14	12	2	17	16	1	19	18	1	12	11	1	10	10	0	13	12	1	23	23	0	20	19	1	22	20	2	14	14	0	14	13	1	17	17	0	14	13	1	21	21	0
NC_059189.1	907676	907677	*	15	13	2	15	15	0	23	21	2	17	14	3	16	16	0	24	24	0	16	15	1	14	12	2	20	17	3	21	20	1	13	10	3	11	10	1	16	13	3	24	22	2	19	17	2	24	23	1	12	8	4	19	18	1	16	14	2	17	16	1	21	19	2
NC_059189.1	907709	907710	*	16	15	1	15	12	3	22	20	2	17	15	2	19	18	1	22	20	2	16	13	3	14	11	3	22	19	3	25	23	2	14	12	2	13	10	3	15	13	2	17	16	1	19	13	6	24	23	1	14	11	3	19	19	0	16	15	1	19	17	2	23	23	0
NC_059189.1	907741	907742	*	16	10	6	11	8	3	19	16	3	13	10	3	18	16	2	20	13	7	14	9	5	11	8	3	18	12	6	22	8	14	14	5	9	13	10	3	11	8	3	18	10	8	16	10	6	18	15	3	15	12	3	18	15	3	13	8	5	15	13	2	17	12	5
NC_059189.1	909151	909152	*	13	13	0	12	0	12	15	7	8	16	16	0	16	6	10	23	20	3	22	7	15	16	7	9	14	14	0	15	12	3	13	3	10	17	6	11	26	24	2	15	0	15	10	10	0	13	13	0	16	0	16	10	9	1	11	11	0	22	12	10	15	5	10
NC_059189.1	936830	936831	*	15	14	1	13	13	0	25	22	3	12	11	1	17	15	2	17	14	3	16	15	1	12	10	2	18	16	2	26	26	0	15	14	1	22	21	1	17	17	0	15	15	0	14	12	2	13	13	0	12	12	0	13	12	1	14	13	1	12	12	0	19	17	2
NC_059189.1	996152	996153	*	51	24	27	21	9	12	27	15	12	29	24	5	31	23	8	57	48	9	70	42	28	53	21	32	39	16	23	37	29	8	42	13	29	39	13	26	60	40	20	59	20	39	39	27	12	22	16	6	51	17	34	24	14	10	77	35	42	52	12	40	28	14	14
NC_059189.1	996259	996260	*	93	66	27	38	35	3	33	27	6	45	37	8	52	48	4	81	75	6	75	51	24	77	39	38	51	23	28	45	41	4	71	57	14	49	35	14	78	59	19	96	43	53	53	43	10	37	27	10	78	40	38	43	25	18	66	27	39	93	40	53	62	41	21
NC_059189.1	996298	996299	*	82	49	33	40	34	6	32	24	8	49	41	8	45	38	7	71	54	17	68	35	33	73	36	37	45	12	33	45	43	2	67	53	14	53	32	21	72	52	20	105	44	61	45	33	12	38	28	10	65	33	32	40	24	16	61	32	29	78	36	42	61	36	25
NC_059189.1	996367	996368	*	69	32	37	35	22	13	28	18	10	44	38	6	45	29	16	55	32	23	53	27	26	73	50	23	47	13	34	36	34	2	64	37	27	50	34	16	60	30	30	95	42	53	38	23	15	30	18	12	60	28	32	46	15	31	34	17	17	72	33	39	61	37	24
NC_059189.1	996436	996437	*	63	31	32	24	17	7	23	15	8	36	25	11	41	30	11	53	30	23	55	25	30	78	46	32	43	25	18	31	28	3	41	26	15	46	27	19	50	24	26	81	30	51	41	27	14	28	24	4	50	19	31	44	15	29	39	21	18	64	32	32	47	26	21
NC_059189.1	996475	996476	*	65	32	33	21	18	3	28	19	9	37	34	3	36	27	9	51	30	21	58	24	34	72	61	11	44	37	7	27	27	0	37	35	2	49	28	21	50	26	24	85	42	43	36	32	4	33	24	9	54	26	28	47	16	31	41	22	19	63	39	24	51	29	22
NC_059189.1	996553	996554	*	62	28	34	20	12	8	28	20	8	36	29	7	30	21	9	47	25	22	60	29	31	64	42	22	44	22	22	18	17	1	31	13	18	43	16	27	40	22	18	61	32	29	35	19	16	34	24	10	55	18	37	46	20	26	51	22	29	63	31	32	42	22	20
NC_059189.1	1389671	1389672	*	16	5	11	14	11	3	23	14	9	12	8	4	11	8	3	18	5	13	14	10	4	12	11	1	13	11	2	17	12	5	13	10	3	13	8	5	12	10	2	19	14	5	16	9	7	24	16	8	21	15	6	11	8	3	12	12	0	11	6	5	17	13	4
NC_059189.1	1413139	1413140	*	19	16	3	13	10	3	16	11	5	24	20	4	12	10	2	29	25	4	23	19	4	19	17	2	25	22	3	29	22	7	25	20	5	19	15	4	20	15	5	22	18	4	23	19	4	33	27	6	21	19	2	23	20	3	12	10	2	21	16	5	15	12	3
NC_059189.1	1413194	1413195	*	14	14	0	10	9	1	19	18	1	22	18	4	11	10	1	24	10	14	16	16	0	16	16	0	17	17	0	27	26	1	15	13	2	12	11	1	16	16	0	18	18	0	19	18	1	25	24	1	20	17	3	20	20	0	12	12	0	21	20	1	12	10	2
NC_059189.1	1413331	1413332	*	17	14	3	14	10	4	17	12	5	15	14	1	11	9	2	17	15	2	13	10	3	20	18	2	15	14	1	26	21	5	13	12	1	14	9	5	10	6	4	14	10	4	20	15	5	19	15	4	30	26	4	24	16	8	25	19	6	17	14	3	18	13	5
NC_059189.1	1413433	1413434	*	22	3	19	20	0	20	18	0	18	22	3	19	19	3	16	21	1	20	20	0	20	25	1	24	18	1	17	29	0	29	29	0	29	25	2	23	29	0	29	21	0	21	27	1	26	25	0	25	26	1	25	29	2	27	24	0	24	26	1	25	28	0	28
NC_059189.1	1416511	1416512	*	11	11	0	19	19	0	19	15	4	17	16	1	15	13	2	10	9	1	19	17	2	11	11	0	11	8	3	12	12	0	12	12	0	12	12	0	11	9	2	11	10	1	18	17	1	21	20	1	23	22	1	17	16	1	30	29	1	15	13	2	16	14	2
NC_059189.1	1438257	1438258	*	24	9	15	15	0	15	27	0	27	17	0	17	23	0	23	24	0	24	19	0	19	13	0	13	24	0	24	30	2	28	16	1	15	22	0	22	22	0	22	19	0	19	21	0	21	17	0	17	17	0	17	15	0	15	14	0	14	16	7	9	19	5	14
NC_059189.1	1438311	1438312	*	27	12	15	13	0	13	28	0	28	16	0	16	24	0	24	23	0	23	24	0	24	16	0	16	21	0	21	32	1	31	19	0	19	25	0	25	15	0	15	20	0	20	27	1	26	14	1	13	24	0	24	18	0	18	12	0	12	22	8	14	26	8	18
NC_059189.1	1438335	1438336	*	26	11	15	13	0	13	26	0	26	16	0	16	21	0	21	22	0	22	24	0	24	16	0	16	19	0	19	34	1	33	20	0	20	26	0	26	21	1	20	20	0	20	24	0	24	16	0	16	22	1	21	19	0	19	11	0	11	24	7	17	23	6	17
NC_059189.1	1438345	1438346	*	25	10	15	10	0	10	25	0	25	18	0	18	21	1	20	22	0	22	24	0	24	16	1	15	17	0	17	33	1	32	22	0	22	24	0	24	19	0	19	19	0	19	23	1	22	16	0	16	26	0	26	19	0	19	11	0	11	22	7	15	22	8	14
NC_059189.1	1438353	1438354	*	24	9	15	10	0	10	25	0	25	17	0	17	21	0	21	23	0	23	23	0	23	14	0	14	17	0	17	34	1	33	23	0	23	22	0	22	19	0	19	18	0	18	23	0	23	15	1	14	28	0	28	18	0	18	10	1	9	21	7	14	22	8	14
NC_059189.1	1511384	1511385	*	11	8	3	11	3	8	19	6	13	17	0	17	19	7	12	16	14	2	14	8	6	19	7	12	17	0	17	20	13	7	16	15	1	21	11	10	14	7	7	19	13	6	14	13	1	12	3	9	13	5	8	20	0	20	10	10	0	20	0	20	13	1	12
NC_059189.1	1511391	1511392	*	12	12	0	11	10	1	19	19	0	15	15	0	19	18	1	18	17	1	14	14	0	19	11	8	17	15	2	20	18	2	16	13	3	21	21	0	14	14	0	17	5	12	14	13	1	11	10	1	13	13	0	19	19	0	10	10	0	18	18	0	14	12	2
NC_059189.1	1551879	1551880	*	14	12	2	14	9	5	27	18	9	13	8	5	17	14	3	23	14	9	19	8	11	12	9	3	16	13	3	28	15	13	12	9	3	17	15	2	13	12	1	11	6	5	14	7	7	23	13	10	16	14	2	25	17	8	25	19	6	22	10	12	20	11	9
NC_059189.1	1569815	1569816	*	13	13	0	12	11	1	19	19	0	17	17	0	15	14	1	17	7	10	35	32	3	20	19	1	25	22	3	31	13	18	17	15	2	24	22	2	19	18	1	16	15	1	26	22	4	27	25	2	25	24	1	19	17	2	16	16	0	19	17	2	25	22	3
NC_059189.1	1671872	1671873	*	20	20	0	18	17	1	18	16	2	15	14	1	16	15	1	29	28	1	23	22	1	20	18	2	11	11	0	36	31	5	23	21	2	23	23	0	21	18	3	24	22	2	21	20	1	17	17	0	24	21	3	18	17	1	10	9	1	28	26	2	12	11	1
NC_059189.1	1671891	1671892	*	20	19	1	19	18	1	17	17	0	13	12	1	18	17	1	29	28	1	22	22	0	20	17	3	10	10	0	38	36	2	24	23	1	28	27	1	22	19	3	24	20	4	22	21	1	17	17	0	23	22	1	16	16	0	10	9	1	26	24	2	12	11	1
NC_059189.1	1671970	1671971	*	18	17	1	19	19	0	19	17	2	17	15	2	18	15	3	41	39	2	25	23	2	32	29	3	19	17	2	38	38	0	23	21	2	32	28	4	22	20	2	25	25	0	26	24	2	28	25	3	23	23	0	26	23	3	18	17	1	36	33	3	19	18	1
NC_059189.1	1672039	1672040	*	12	12	0	19	18	1	23	22	1	19	18	1	19	17	2	36	34	2	30	28	2	34	32	2	23	21	2	41	37	4	21	19	2	31	28	3	22	20	2	30	29	1	32	31	1	32	32	0	32	29	3	25	25	0	21	20	1	31	30	1	20	20	0
NC_059189.1	1674887	1674888	*	14	7	7	15	14	1	22	19	3	11	10	1	15	15	0	13	5	8	18	17	1	17	17	0	20	10	10	21	9	12	13	4	9	12	5	7	18	0	18	18	18	0	14	13	1	22	10	12	15	6	9	19	9	10	13	12	1	11	5	6	12	11	1
NC_059189.1	1675254	1675255	*	13	13	0	14	13	1	11	10	1	12	11	1	14	12	2	20	20	0	18	15	3	14	10	4	15	13	2	24	22	2	13	11	2	18	13	5	21	20	1	12	11	1	17	14	3	23	21	2	29	26	3	22	21	1	22	22	0	23	21	2	21	21	0
NC_059189.1	1841408	1841409	*	19	17	2	12	11	1	15	12	3	19	16	3	12	11	1	15	14	1	14	13	1	18	18	0	12	12	0	23	20	3	14	14	0	20	20	0	26	25	1	21	21	0	17	16	1	18	17	1	25	24	1	16	14	2	16	16	0	21	20	1	16	16	0
NC_059189.1	1841463	1841464	*	19	13	6	11	10	1	12	11	1	15	12	3	15	15	0	13	12	1	12	11	1	14	4	10	10	9	1	21	21	0	14	12	2	21	19	2	26	0	26	16	14	2	15	15	0	20	18	2	22	21	1	18	11	7	12	10	2	17	17	0	15	13	2
NC_059189.1	1885277	1885278	*	12	11	1	14	13	1	21	18	3	16	13	3	15	13	2	17	10	7	13	12	1	15	11	4	11	10	1	23	14	9	21	17	4	24	22	2	19	17	2	17	12	5	15	11	4	23	20	3	30	27	3	12	12	0	17	15	2	15	11	4	34	28	6
NC_059189.1	1915448	1915449	*	14	14	0	12	12	0	14	13	1	19	17	2	18	15	3	23	21	2	18	15	3	17	17	0	13	11	2	21	21	0	20	20	0	24	21	3	16	16	0	16	15	1	15	12	3	19	19	0	16	15	1	14	13	1	10	9	1	18	17	1	22	17	5
NC_059189.1	2034248	2034249	*	18	5	13	13	1	12	18	0	18	11	0	11	10	0	10	21	0	21	21	1	20	13	0	13	15	0	15	18	0	18	13	0	13	18	9	9	22	0	22	17	1	16	30	16	14	13	0	13	13	6	7	19	0	19	11	0	11	23	1	22	10	0	10
NC_059189.1	2034371	2034372	*	18	6	12	16	5	11	22	0	22	15	0	15	10	1	9	20	1	19	26	2	24	13	0	13	18	0	18	21	0	21	23	0	23	14	6	8	23	0	23	16	1	15	20	9	11	20	0	20	13	0	13	12	0	12	12	0	12	17	0	17	11	0	11
NC_059189.1	2034375	2034376	*	18	6	12	16	5	11	22	0	22	15	1	14	10	0	10	20	0	20	26	1	25	13	0	13	18	0	18	20	0	20	23	0	23	15	7	8	22	0	22	17	0	17	19	9	10	20	0	20	14	0	14	12	0	12	12	0	12	16	0	16	11	0	11
NC_059189.1	2067083	2067084	*	18	17	1	14	14	0	21	21	0	16	14	2	25	25	0	17	15	2	24	24	0	21	21	0	12	12	0	27	25	2	19	18	1	31	30	1	17	17	0	15	15	0	17	16	1	22	21	1	16	16	0	14	13	1	25	23	2	18	16	2	15	15	0
NC_059189.1	2071012	2071013	*	15	5	10	13	5	8	24	15	9	20	19	1	21	4	17	32	26	6	20	18	2	32	4	28	26	25	1	20	12	8	27	23	4	24	11	13	16	14	2	35	31	4	31	15	16	24	15	9	24	9	15	23	23	0	27	23	4	27	21	6	23	22	1
NC_059189.1	2073924	2073925	*	15	9	6	14	0	14	29	0	29	11	0	11	14	0	14	25	0	25	20	11	9	15	1	14	16	0	16	22	0	22	13	0	13	23	0	23	12	5	7	15	0	15	17	0	17	16	0	16	22	0	22	26	0	26	34	2	32	16	0	16	10	0	10
NC_059189.1	2073932	2073933	*	15	9	6	14	0	14	30	0	30	11	0	11	15	0	15	26	1	25	20	11	9	15	0	15	16	0	16	23	0	23	14	1	13	23	0	23	13	6	7	15	0	15	17	1	16	15	0	15	22	1	21	24	0	24	32	0	32	18	0	18	10	0	10
NC_059189.1	2073946	2073947	*	18	11	7	13	1	12	31	0	31	12	0	12	13	0	13	27	1	26	21	11	10	16	0	16	17	0	17	24	0	24	20	1	19	25	0	25	15	6	9	16	0	16	18	1	17	17	1	16	21	1	20	24	0	24	33	1	32	19	0	19	11	0	11
NC_059189.1	2073961	2073962	*	18	10	8	14	0	14	30	0	30	11	0	11	13	0	13	28	0	28	22	11	11	16	0	16	18	0	18	25	0	25	21	0	21	29	1	28	16	6	10	16	0	16	21	0	21	20	1	19	22	1	21	22	0	22	32	0	32	22	0	22	13	0	13
NC_059189.1	2074006	2074007	*	19	12	7	17	0	17	30	1	29	13	7	6	17	0	17	28	0	28	25	9	16	18	3	15	15	0	15	28	1	27	23	1	22	25	0	25	24	10	14	18	0	18	27	12	15	20	9	11	19	0	19	25	1	24	31	0	31	21	0	21	16	7	9
NC_059189.1	2082778	2082779	*	19	16	3	19	17	2	22	21	1	18	17	1	13	13	0	16	14	2	14	14	0	16	16	0	10	10	0	20	20	0	16	14	2	14	14	0	14	11	3	18	18	0	16	14	2	16	15	1	26	24	2	10	10	0	32	32	0	16	14	2	14	13	1
NC_059189.1	2082871	2082872	*	19	19	0	19	19	0	20	20	0	20	18	2	18	18	0	17	15	2	14	12	2	19	19	0	10	8	2	15	15	0	15	15	0	19	17	2	11	11	0	18	18	0	16	16	0	17	16	1	21	21	0	13	12	1	30	30	0	12	12	0	14	14	0
NC_059189.1	2082886	2082887	*	18	18	0	19	19	0	16	15	1	20	19	1	17	17	0	16	16	0	14	13	1	19	19	0	11	10	1	14	14	0	15	15	0	17	17	0	10	10	0	17	16	1	16	16	0	18	17	1	19	19	0	14	14	0	28	27	1	12	12	0	15	14	1
NC_059189.1	2082921	2082922	*	14	14	0	21	20	1	15	14	1	17	17	0	14	13	1	15	15	0	12	12	0	18	17	1	11	11	0	13	13	0	15	15	0	14	13	1	10	10	0	18	18	0	16	16	0	18	18	0	19	18	1	15	15	0	27	27	0	12	12	0	15	15	0
NC_059189.1	2083021	2083022	*	14	14	0	13	13	0	12	11	1	14	14	0	21	19	2	18	18	0	13	13	0	14	14	0	16	14	2	20	20	0	12	12	0	16	16	0	12	11	1	13	12	1	15	14	1	26	25	1	15	15	0	16	16	0	20	19	1	14	13	1	15	15	0
NC_059189.1	2109580	2109581	*	10	10	0	17	17	0	16	16	0	14	13	1	10	10	0	14	14	0	28	12	16	25	25	0	15	15	0	24	23	1	16	14	2	24	24	0	18	17	1	19	19	0	14	14	0	16	16	0	14	14	0	14	12	2	17	16	1	12	11	1	16	16	0
NC_059189.1	2109608	2109609	*	10	10	0	15	15	0	20	17	3	12	12	0	11	11	0	13	12	1	30	13	17	23	22	1	13	12	1	23	21	2	13	12	1	18	18	0	17	15	2	16	13	3	12	12	0	17	16	1	14	14	0	16	14	2	12	11	1	11	10	1	16	16	0
NC_059189.1	2318652	2318653	*	17	3	14	12	4	8	21	0	21	17	0	17	14	6	8	17	0	17	26	0	26	15	0	15	23	7	16	17	0	17	15	0	15	22	7	15	15	1	14	17	10	7	21	1	20	23	0	23	23	0	23	24	0	24	35	11	24	19	10	9	15	1	14
NC_059189.1	2319121	2319122	*	20	19	1	20	18	2	38	35	3	28	23	5	17	14	3	32	29	3	21	19	2	24	21	3	22	20	2	31	25	6	21	18	3	28	25	3	26	23	3	28	27	1	29	27	2	23	22	1	26	23	3	26	22	4	40	37	3	25	22	3	20	17	3
NC_059189.1	2319180	2319181	*	19	18	1	21	21	0	37	36	1	29	27	2	25	24	1	30	28	2	26	25	1	25	24	1	29	29	0	34	32	2	19	18	1	20	20	0	26	25	1	30	28	2	33	33	0	34	32	2	21	21	0	27	24	3	32	32	0	22	20	2	20	17	3
NC_059189.1	2319201	2319202	*	18	18	0	21	21	0	35	35	0	29	28	1	24	23	1	31	30	1	27	26	1	24	23	1	29	27	2	37	36	1	18	18	0	19	18	1	25	25	0	31	27	4	31	30	1	33	32	1	23	22	1	24	24	0	26	25	1	24	22	2	19	18	1
NC_059189.1	2319242	2319243	*	16	15	1	17	16	1	31	31	0	27	25	2	21	19	2	28	28	0	25	24	1	17	15	2	27	26	1	37	34	3	16	16	0	15	15	0	22	21	1	23	22	1	25	25	0	25	25	0	18	17	1	16	16	0	19	19	0	21	21	0	19	19	0
NC_059189.1	2357647	2357648	*	25	25	0	15	15	0	34	33	1	10	9	1	16	15	1	14	14	0	17	16	1	17	16	1	16	16	0	25	23	2	22	21	1	24	22	2	21	20	1	27	26	1	17	16	1	22	22	0	18	18	0	24	23	1	26	26	0	20	20	0	19	18	1
NC_059189.1	2357673	2357674	*	25	25	0	14	14	0	32	30	2	11	10	1	16	16	0	17	15	2	22	20	2	15	14	1	16	16	0	27	25	2	25	25	0	20	19	1	22	21	1	26	26	0	20	17	3	26	26	0	16	16	0	25	25	0	27	27	0	23	21	2	20	18	2
NC_059189.1	2357723	2357724	*	28	18	10	17	12	5	33	27	6	15	12	3	18	12	6	30	20	10	29	23	6	17	13	4	14	11	3	22	15	7	26	19	7	20	15	5	25	21	4	26	20	6	24	20	4	25	18	7	20	20	0	29	17	12	35	31	4	19	10	9	20	14	6
NC_059189.1	2383896	2383897	*	21	20	1	15	15	0	23	21	2	16	16	0	14	12	2	30	30	0	22	20	2	11	10	1	15	15	0	17	17	0	20	19	1	21	20	1	22	22	0	20	20	0	18	17	1	19	18	1	15	15	0	20	19	1	17	16	1	18	17	1	13	11	2
NC_059189.1	2521984	2521985	*	21	19	2	21	20	1	25	25	0	16	15	1	14	13	1	22	11	11	21	20	1	22	20	2	13	11	2	32	30	2	23	21	2	11	11	0	20	18	2	11	11	0	13	13	0	23	23	0	21	20	1	24	23	1	10	10	0	21	20	1	15	14	1
NC_059189.1	2522015	2522016	*	20	20	0	20	20	0	25	25	0	15	15	0	12	12	0	20	20	0	16	16	0	15	14	1	10	10	0	30	30	0	22	19	3	12	12	0	18	18	0	14	13	1	14	14	0	19	19	0	19	18	1	22	20	2	10	10	0	21	19	2	18	16	2
NC_059189.1	2570414	2570415	*	32	3	29	22	0	22	30	0	30	22	0	22	23	0	23	36	0	36	29	0	29	20	0	20	22	0	22	23	0	23	33	0	33	27	0	27	21	0	21	34	0	34	27	0	27	29	0	29	14	0	14	20	0	20	15	0	15	31	0	31	16	0	16
NC_059189.1	2675484	2675485	*	37	23	14	22	17	5	41	32	9	31	21	10	52	29	23	28	17	11	48	32	16	45	41	4	36	15	21	36	33	3	14	8	6	18	15	3	31	21	10	19	12	7	39	21	18	45	22	23	30	18	12	24	16	8	35	31	4	22	16	6	36	15	21
